Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1208,551,V,Montana,23,35,58,134.5,136.5,1800,71.5
1208,552,H,Gonzaga,29,32,61,18,18,-8000,10
1208,553,V,IdahoState,23,43,66,154,156,650,77
1208,554,H,PortlandU,25,40,65,13.5,12.5,-1000,7
1208,555,V,Winthrop,25,39,64,147.5,144.5,375,75.5
1208,556,H,Georgia,33,41,74,11,8.5,-450,2.5
1208,557,V,Colgate,22,29,51,134,134.5,5000,70
1208,558,H,Syracuse,33,45,78,21.5,21.5,-12500,9.5
1208,559,V,StonyBrook,32,29,61,140,141.5,350,76.5
1208,560,H,NotreDame,40,46,86,8,8.5,-420,2.5
1209,721,V,Temple,38,39,77,8.5,9.5,-500,4
1209,722,H,Pennsylvania,30,43,73,133.5,134.5,400,72
1209,723,V,BostonCollege,23,28,51,139,140,850,73.5
1209,724,H,Providence,37,29,66,14,14,-1500,5
1209,725,V,Valparaiso,31,38,69,7.5,6.5,-280,1
1209,726,H,IndianaState,21,42,63,131,130,240,68
1209,727,V,Toledo,34,38,72,1.5,1,-120,83.5
1209,728,H,DetroitU,31,44,75,165,165,100,pk
1209,729,V,Depaul,38,36,74,1,2,-130,1
1209,730,H,Drake,37,34,71,139.5,139.5,110,76.5
1209,731,V,Yale,25,40,65,140.5,140.5,150,74
1209,732,H,Illinois,33,36,69,3.5,3.5,-170,pk
1209,733,V,Nebraska,30,37,67,147.5,148,195,78
1209,734,H,Creighton,36,47,83,5.5,5.5,-230,1
1209,735,V,WiscMilwaukee,29,39,68,134,134,750,72.5
1209,736,H,Wisconsin,40,27,67,11.5,12.5,-1200,4.5
1209,737,V,Dayton,32,40,72,139,139,400,75
1209,738,H,Vanderbilt,40,27,67,8.5,9,-500,3
1209,739,V,UtahState,24,44,68,153,150.5,350,78.5
1209,740,H,BYU,39,41,80,8.5,8.5,-420,1.5
1209,741,V,UNLV,22,28,50,138,139.5,265,72.5
1209,742,H,WichitaState,31,25,56,6,7,-320,2
1209,743,V,FresnoState,46,26,72,143,141.5,650,79.5
1209,744,H,Arizona,43,42,85,13,12.5,-1000,8.5
1209,745,V,LoyolaMarymount,36,30,66,147.5,149,900,79
1209,746,H,BoiseState,37,30,67,14.5,14.5,-1600,8.5
1209,747,V,LongBeachState,31,44,75,138.5,139,190,74
1209,748,H,Pepperdine,32,45,77,4,5,-220,2.5
1209,749,V,IPFW,34,31,65,154,156,2625,81.5
1209,750,H,IndianaU,48,42,90,17.5,20.5,-5500,7.5
1209,751,V,Niagara,20,24,44,134.5,134.5,375,69.5
1209,752,H,St.Johns,27,21,48,11,9,-450,3.5
1209,753,V,EasternKentucky,36,31,67,162,162.5,NL,85
1209,754,H,Kentucky,50,38,88,24,24.5,NL,10.5
1209,755,V,EasternIllinois,37,39,76,153,151,350,80.5
1209,756,H,Marshall,42,40,82,5,8.5,-420,3.5
1209,757,V,Columbia,26,46,72,8,8,-380,7
1209,758,H,Manhattan,32,39,71,142,142,320,74.5
1209,759,V,Hofstra,32,36,68,1,1,-115,3.5
1209,760,H,Siena,45,36,81,161,163,105,85
1209,761,V,E.Washington,39,47,86,167.5,169,1200,88.5
1209,762,H,Davidson,47,49,96,14,16.5,-2600,7.5
1209,763,V,SIUEdwardsville,39,37,76,143.5,144,900,78
1209,764,H,SoIllinois,37,37,74,15.5,14.5,-1600,9.5
1209,765,V,TennMartin,16,33,49,140,139.5,850,72
1209,766,H,TexasTech,39,29,68,14,14,-1500,3.5
1209,767,V,NebraskaOmaha,30,48,78,157.5,159.5,225,82.5
1209,768,H,Missouri,37,48,85,6,6,-265,1
1209,769,V,DenverU,25,34,59,117,118,-110,62.5
1209,770,H,SanDiego,19,28,47,2,pk,-110,1
1209,773,V,MDEasternShore,16,19,35,142.5,140,20000,73
1209,774,H,MichiganState,33,45,78,33,34.5,-60000,16
1209,775,V,Howard,24,31,55,139.5,138,25000,74
1209,776,H,Purdue,56,37,93,28.5,33,-70000,13
1209,777,V,IncarnateWord,31,31,62,NL,152,NL,78
1209,778,H,California,31,43,74,NL,20.5,NL,11
1210,509,V,ULMonroe,35,27,62,131.5,130.5,350,69.5
1210,510,H,KentState,33,40,73,5.5,9,-420,6.5
1210,511,V,Iowa,49,33,82,156,154,320,82
1210,512,H,IowaState,35,48,83,6,8,-380,8.5
1210,513,V,Troy,30,39,69,150.5,150,1000,78
1210,514,H,SetonHall,36,42,78,16.5,15.5,-2000,7.5
1210,515,V,Canisius,25,42,67,145,145.5,170,1.5
1210,516,H,PennState,40,41,81,5.5,4.5,-190,76
1210,517,V,IUPUI,42,32,74,133.5,133.5,210,73
1210,518,H,MissouriSt,33,55,88,5,5.5,-250,5.5
1210,519,V,WashingtonState,37,37,74,6.5,8.5,-380,8.5
1210,520,H,IdahoU,44,34,78,138,137,320,75
1211,723,V,E.Washington,23,28,51,149,154,2000,78.5
1211,724,H,Pittsburgh,42,42,84,18,19,-9900,7
1211,725,V,NDakotaSt,25,44,69,6,7.5,-360,6
1211,726,H,NorthDakota,35,32,67,136.5,136,300,72
1212,519,V,Rutgers,24,25,49,142,142,1700,75
1212,520,H,GeoWashington,46,37,83,18,17.5,-7000,5.5
1212,521,V,OhioState,24,31,55,136,134.5,300,1
1212,522,H,Connecticut,45,30,75,8.5,7.5,-360,72
1212,523,V,Pepperdine,39,33,72,129.5,128.5,105,69.5
1212,524,H,BallState,30,33,63,pk,1.5,-125,3
1212,525,V,Ohio,36,40,76,142,2,-130,1
1212,526,H,ClevelandState,34,33,67,pk,139.5,110,73.5
1212,527,V,Marquette,29,28,57,136.5,135.5,270,71
1212,528,H,Wisconsin,24,31,55,7.5,7,-330,6
1212,529,V,ULMonroe,24,26,50,122.5,126,320,65.5
1212,530,H,PennState,25,29,54,7.5,8,-380,5
1212,531,V,OldDominion,35,29,64,117.5,122.5,110,68
1212,532,H,GeorgiaState,36,32,68,pk,2,-130,0.5
1212,533,V,IllinoisChicago,30,49,79,153.5,149.5,1800,78.5
1212,534,H,Illinois,41,42,83,18,18.5,-8000,7
1212,535,V,YoungstownState,30,34,64,148,146.5,16000,76.5
1212,536,H,Purdue,41,54,95,28,28.5,-48000,13.5
1212,537,V,NCWilmington,28,54,82,149,148.5,500,77
1212,538,H,Georgetown,38,49,87,13,10,-700,3.5
1212,539,V,Tennessee,43,43,86,155,152.5,800,83
1212,540,H,Butler,48,46,94,12.5,13.5,-1400,6.5
1212,541,V,BowlingGreen,34,46,80,155,149.5,230,79
1212,542,H,DetroitU,47,48,95,4.5,6,-270,pk
1212,543,V,EasternMichigan,21,32,53,141,139.5,2750,72
1212,544,H,Louisville,37,49,86,18.5,21,-6000,8
1212,545,V,ArizonaState,31,27,58,142,141,700,74
1212,546,H,Kentucky,32,40,72,13,13,-1100,7.5
1212,547,V,UtahU,20,30,50,139.5,139,165,1
1212,548,H,WichitaState,33,34,67,2,4,-185,71.5
1212,549,V,SaintMarysCA,26,33,59,141.5,141.5,260,73.5
1212,550,H,California,37,26,63,5,7,-310,1
1212,551,V,KansasState,29,39,68,139,139,450,74
1212,552,H,TexasA&M,35,43,78,8,10,-600,4.5
1212,553,V,GeorgeMason,18,28,46,135,136,210,70
1212,554,H,JamesMadison,30,39,69,6.5,6,-250,0.5
1212,555,V,NorthernIowa,27,30,57,142.5,142.5,160,73.5
1212,556,H,NewMexico,35,41,76,3.5,4,-180,pk
1212,557,V,NorthCarolina,44,38,82,5,6.5,-290,3.5
1212,558,H,Texas,42,42,84,150,152.5,245,82.5
1212,559,V,Cincinnati,26,29,55,142,140.5,160,1.5
1212,560,H,Xavier,42,23,65,6,4,-180,74
1212,561,V,Florida,25,27,52,135.5,136,400,71.5
1212,562,H,MichiganState,27,31,58,8.5,9.5,-500,5.5
1212,563,V,Drake,27,44,71,136.5,138,350,73
1212,564,H,Nevada,32,47,79,7.5,8.5,-420,4
1212,565,V,Oakland,38,38,76,167.5,169.5,210,86.5
1212,566,H,Toledo,33,31,64,3,5.5,-250,4
1212,567,V,Oregon,28,44,72,149.5,148.5,115,2
1212,568,H,BoiseState,41,33,74,1,2,-135,77.5
1212,569,V,FlaAtlantic,25,36,61,135.5,135,350,71
1212,570,H,CentralFlorida,34,41,75,9.5,8.5,-420,2.5
1212,571,V,Pacific,22,30,52,144,144,425,74.5
1212,572,H,FresnoState,34,37,71,9.5,9.5,-550,3
1212,573,V,ULLafayette,37,42,79,168,164,125,84
1212,574,H,LouisianaTech,33,58,91,4.5,2.5,-145,2
1212,575,V,OregonState,39,28,67,149,146.5,800,78
1212,576,H,Kansas,28,54,82,11.5,13.5,-1400,12
1212,577,V,NorthTexas,18,48,66,135.5,148,900,74.5
1212,578,H,SoIllinois,32,42,74,15,13.5,-1600,4
1212,579,V,EasternIllinois,32,25,57,144.5,139,425,74
1212,580,H,WesternIllinois,29,35,64,9.5,9.5,-550,7.5
1212,581,V,MinnesotaU,30,30,60,146,142.5,-110,74
1212,582,H,OklahomaState,28,34,62,2,pk,-110,0.5
1212,583,V,ArkansasLR,32,34,66,130.5,132.5,160,70
1212,584,H,Depaul,23,21,44,4.5,4,-180,4.5
1212,585,V,LoyolaMarymount,35,47,82,145,146,155,76
1212,586,H,CSFullerton,31,39,70,4,4,-175,3.5
1212,587,V,BYU,36,47,83,153,152.5,190,0.5
1212,588,H,Colorado,48,44,92,5.5,5,-220,81.5
1212,589,V,CalIrvine,28,45,73,135,135,120,68.5
1212,590,H,UtahState,23,40,63,3,2.5,-140,2.5
1212,591,V,UNLV,40,33,73,2.5,6,-260,74
1212,592,H,CalRiverside,26,36,62,140,140.5,220,pk
1212,593,V,UCLA,30,41,71,146,147,290,76
1212,594,H,Gonzaga,32,34,66,9,8,-350,4.5
1212,595,V,Dartmouth,24,26,50,134,134,550,71
1212,596,H,Stanford,37,27,64,10,11.5,-800,4
1212,597,V,OralRoberts,38,35,73,153,152,4000,81.5
1212,598,H,Oklahoma,43,53,96,22,20.5,-10000,10
1212,599,V,TennesseeChat,29,32,61,140.5,140,650,73
1212,600,H,Dayton,24,35,59,11.5,12.5,-1000,9.5
1212,601,V,EasternKentucky,38,34,72,174.5,174.5,105,2
1212,602,H,Marshall,48,48,96,pk,1.5,-125,90
1212,605,V,AustinPeay,33,35,68,144,145.5,210,76
1212,606,H,IPFW,29,56,85,6.5,6,-250,4.5
1212,607,V,Mississippi,35,40,75,14,15.5,-2000,7.5
1212,608,H,SEMissouriSt,25,39,64,141.5,140.5,1000,72.5
1212,609,V,Delaware,26,44,70,1,1,-120,71
1212,610,H,Marist,26,43,69,136.5,137.5,100,pk
1212,611,V,IUPUI,29,36,65,150,150,1100,79
1212,612,H,Creighton,40,50,90,15,16,-2500,6
1212,613,V,Montana,30,32,62,145.5,145.5,425,78.5
1212,614,H,WashingtonU,52,40,92,8.5,9.5,-550,1
1212,615,V,Canisius,36,41,77,156,157,270,83
1212,616,H,KentState,40,44,84,6.5,7.5,-330,3.5
1212,617,V,WesternCarolina,24,30,54,167,165.5,1000,82.5
1212,618,H,Davidson,39,48,87,14.5,15,-2000,5
1212,619,V,Auburn,38,35,81,1.5,2,-135,77.5
1212,620,H,MiddleTennSt,29,44,88,150,147,115,1
1212,621,V,Manhattan,38,19,57,148.5,148,1500,80.5
1212,622,H,MemphisU,36,53,89,18,16,-5000,10
1212,623,V,PortlandState,36,28,64,147,148.5,100,78
1212,624,H,SIUEdwardsville,32,42,74,2.5,1,-120,1.5
1212,625,V,TennesseeTech,21,36,57,164,164,1000,82
1212,626,H,Arkansas,40,43,83,14,14.5,-2000,3.5
1212,627,V,SacramentoState,32,41,73,150,150,200,0.5
1212,628,H,PortlandU,46,35,81,4.5,5.5,-240,80
1212,629,V,Bryant,32,35,67,137,134.5,3500,71.5
1212,630,H,Providence,28,46,74,22,18.5,-8500,12
1212,631,V,DelawareState,18,15,33,131,131,20000,67.5
1212,632,H,Michigan,38,42,80,27,31,-60000,13
1212,633,V,MDEasternShore,29,27,56,144,142.5,NL,74
1212,634,H,Maryland,35,42,77,31.5,32.5,NL,16.5
1212,635,V,McNeeseState,31,29,60,156.5,155.5,NL,81.5
1212,636,H,IndianaU,53,52,105,30,31,NL,12.5
1212,637,V,StonyBrook,27,35,62,141,141,110,1.5
1212,638,H,Northeastern,38,37,75,1.5,2,-130,73.5
1213,709,V,Syracuse,31,41,72,8.5,10,-600,8.5
1213,710,H,St.Johns,40,44,84,129.5,129.5,450,71
1213,711,V,WrightState,34,33,67,126.5,128,185,70
1213,712,H,MiamiOhio,34,38,72,4,5,-215,3.5
1213,713,V,LoyolaChicago,34,27,61,134,133.5,1000,73.5
1213,714,H,NotreDame,40,41,81,15.5,15.5,-2000,7
1213,715,V,IndianaState,30,32,62,139,140.5,110,0.5
1213,716,H,WesternKentucky,37,38,75,4.5,2,-130,74.5
1213,717,V,RhodeIsland,37,30,67,133.5,133.5,100,72.5
1213,718,H,Nebraska,32,38,70,1,1,-120,1.5
1213,719,V,Tulsa,38,32,70,5,6,-260,0.5
1213,720,H,MissouriSt,28,33,61,138.5,140.5,220,74
1213,721,V,St.Josephs,34,27,66,140.5,140.5,150,76
1213,722,H,Temple,32,29,65,3.5,3.5,-170,3
1213,723,V,NCState,35,30,65,7.5,8,-380,71.5
1213,724,H,SouthFlorida,15,31,46,139.5,141,320,pk
1213,725,V,Yale,22,34,56,146,145.5,250,75
1213,726,H,USC,34,34,68,7,6.5,-300,0.5
1213,727,V,LaSalle,23,24,47,138.5,138.5,9000,72.5
1213,728,H,Villanova,38,38,76,23.5,25,-25000,10
1213,729,V,Alabama,34,17,51,128.5,126.5,270,68.5
1213,730,H,Clemson,26,24,50,6,7,-330,6
1213,731,V,UTEP,33,35,68,146,146.5,265,76
1213,732,H,WashingtonState,39,45,84,5.5,7,-320,2
1213,733,V,ULMonroe,26,32,58,136,133,3500,73
1213,734,H,WestVirginia,59,41,100,16,21.5,-8500,8
1213,735,V,Missouri,23,29,52,137,138,1800,73
1213,736,H,Arizona,42,46,88,16.5,16.5,-3600,6
1213,737,V,LSU,36,48,98,158.5,159.5,105,2
1213,738,H,HoustonU,45,39,105,3,1.5,-125,84.5
1213,739,V,MoreheadState,28,34,62,132,132.5,850,71.5
1213,740,H,Pittsburgh,35,37,72,12.5,14,-1500,6.5
1213,741,V,WeberState,32,36,68,122.5,2.5,-145,3
1213,742,H,DenverU,37,32,69,pk,122.5,125,68
1213,743,V,St.Peter's,20,26,46,137,137,600,71
1213,744,H,SetonHall,35,37,72,12,12,-900,3.5
1213,745,V,MurrayState,31,30,61,139,140.5,210,72.5
1213,746,H,IllinoisState,26,37,63,5,5.5,-250,4
1213,747,V,CalSantaBarb,42,26,68,137.5,139.5,425,78
1213,748,H,SouthDakotaSt,51,35,86,10.5,9.5,-550,3
1213,749,V,MontanaState,47,44,91,156.5,155,150,83
1213,750,H,SanJoseState,35,48,83,3,3.5,-170,5.5
1213,751,V,ColoradoState,33,31,64,13,13,-1100,9.5
1213,752,H,No.Colorado,39,34,73,165.5,163.5,700,85
1213,753,V,ChicagoSt,15,20,35,139.5,140,NL,70.5
1213,754,H,Northwestern,31,46,77,22,24,NL,10
1213,755,V,Wyoming,22,40,62,126.5,128,375,67
1213,756,H,NewMexicoState,24,35,59,8,9,-450,5
1214,521,V,SouthernMiss,27,30,57,134,132.5,375,70.5
1214,522,H,SouthAlabama,33,21,54,7,9.5,-450,3.5
1214,523,V,CalPolySLO,27,36,63,136.5,136,350,73
1214,524,H,SaintMarysCA,46,47,93,7.5109,8.5,-420,pk
1214,525,V,E.Washington,39,41,80,150,149.5,150,79
1214,526,H,WesternCarolina,35,62,97,2.5,3.5,-170,3
1215,709,V,Drexel,28,26,54,146.5,144.5,1800,75.5
1215,710,H,SouthCarolina,32,47,79,18.5,18,-8000,9.5
1215,711,V,GeorgiaSouthern,32,33,65,154,154.5,20000,79.5
1215,712,H,Duke,47,52,99,29,30.5,-60000,13.5
1215,713,V,NorthernKentucky,34,28,62,138,138.5,4000,75
1215,714,H,Michigan,43,34,77,21,21.5,-10000,10
1215,715,V,LouisianaTech,40,40,80,149,150.5,270,81.5
1215,716,H,Mississippi,52,47,99,5,7,-330,0.5
1215,717,V,AppalachianSt,27,28,55,146.5,145.5,3500,76
1215,718,H,Texas,34,33,67,21,20,-8500,10
1215,719,V,Pacific,31,57,88,151.5,149,375,78.5
1215,720,H,WiscGreenBay,41,52,93,9,9,-450,3
1215,721,V,VaCommonwealth,27,37,64,144,145,-110,74
1215,722,H,GeorgiaTech,27,50,77,1.5,pk,-110,1
1215,723,V,ULLafayette,35,45,80,168.5,167.5,450,88
1215,724,H,UCLA,47,42,89,11,9.5,-600,2.5
1215,725,V,Depaul,24,36,60,137,136,350,73
1215,726,H,Stanford,39,40,79,6.5,8.5,-420,1.5
1215,727,V,UCDavis,34,21,55,2,2.5,-145,1.5
1215,728,H,SanDiego,33,28,61,129.5,130.5,125,71
1215,729,V,CalIrvine,36,27,63,130.5,138.5,310,74.5
1215,730,H,Oregon,44,34,78,9,7.5,-370,2
1215,731,V,FlaAtlantic,36,37,73,156.5,154,240,81.5
1215,732,H,EasternKentucky,37,43,80,7.5,6.5,-280,4.5
1215,733,V,NCGreensboro,36,35,71,149,149,1000,79
1215,734,H,WakeForest,38,43,81,15.5,15,-2000,9
1215,735,V,TennesseeTech,32,37,69,142,145,600,78
1215,736,H,TennesseeChat,40,40,80,10.5,12,-900,4.5
1215,737,V,Monmouth,39,44,83,145.5,144.5,450,76
1215,738,H,Georgetown,27,41,68,8.5,10,-600,9.5
1215,739,V,Mercer,31,40,71,146.5,146.5,230,76.5
1215,740,H,Auburn,32,46,78,6.5,6.5,-270,3.5
1215,741,V,NorfolkSt,26,33,59,133.5,135.5,6000,72
1215,742,H,Cincinnati,34,41,75,21.5,23.5,-15000,10.5
1215,743,V,TexasA&MCorpus,19,30,49,127.5,131,800,68
1215,744,H,Wisconsin,27,37,64,13.5,13.5,-1400,6
1215,745,V,Longwood,25,30,55,142.5,140.5,1100,74
1215,746,H,OklahomaState,37,36,73,17.5,16,-2500,6
1216,525,V,FlaAtlantic,27,35,62,147,146.5,850,76.5
1216,526,H,Tennessee,36,45,81,13.5,14,-1500,6
1216,527,V,OldDominion,22,39,61,136,134.5,180,1.5
1216,528,H,Richmond,36,41,77,5,4.5,-210,71.5
1216,529,V,NCWilmington,39,34,73,146.5,3.5,-170,0.5
1216,530,H,EastCarolina,34,44,78,pk,147,150,78.5
1216,531,V,Tulane,31,41,72,147.5,149,NL,78
1216,532,H,NorthCarolina,50,46,96,23.5,24.5,NL,9.5
1216,533,V,NoIllinois,31,23,54,133,134.5,800,72
1216,534,H,OhioState,33,34,67,10.5,13.5,-1400,7.5
1216,535,V,ClevelandState,23,37,60,125,125,320,65.5
1216,536,H,LoyolaChicago,24,30,54,7.5,8,-380,4.5
1216,537,V,IllinoisState,28,44,72,8,8.5,-430,6.5
1216,538,H,IllinoisChicago,31,29,60,147,148,360,76
1216,539,V,MississippiSt,28,38,66,154,153,625,78.5
1216,540,H,FloridaState,37,53,90,11.5,12.5,-950,5
1216,541,V,ArizonaState,25,41,66,137,138,270,73
1216,542,H,UNLV,37,19,56,4.5,7,-330,1
1216,543,V,SouthDakotaSt,38,29,67,143,143,135,77
1216,544,H,TexasTech,36,43,79,2.5,3,-155,2
1216,545,V,OralRoberts,22,44,66,146,146,115,3.5
1216,546,H,MissouriSt,45,40,85,pk,2,-135,76.5
1216,547,V,MontanaState,27,37,64,150,148.5,750,75
1216,548,H,NDakotaSt,30,43,73,12,13,-1200,7
1216,549,V,TennMartin,44,38,82,133,134.5,425,75
1216,550,H,SaintLouis,31,45,76,8,9.5,-550,9
1216,551,V,DenverU,35,46,81,5.5,4.5,-185,4
1216,552,H,No.Colorado,43,34,77,136,135,165,74.5
1216,553,V,SouthernUtah,19,17,36,140,140,3375,73
1216,554,H,SaintMarysCA,47,45,92,20,19.5,-8000,6
1216,555,V,NorthernArizona,24,13,37,148,147.5,14000,76.5
1216,556,H,Arizona,40,52,92,26,27.5,-42000,11.5
1216,557,V,GardnerWebb,23,34,57,158,160,700,80
1216,558,H,LSU,42,36,78,10.5,13,-1100,3
1216,559,V,KennesawSt,19,38,57,136,137.5,50000,71.5
1216,560,H,Louisville,41,53,94,36,36,-150000,15
1216,561,V,SavannahState,24,29,53,138,138,16000,73
1216,562,H,UtahU,51,48,99,27,27.5,-48000,11
1216,563,V,Winthrop,27,33,60,148,146,375,75
1216,564,H,Alabama,32,40,72,11.5,8.5,-450,3.5
1216,565,V,NewMexicoState,32,29,61,136,136,320,72.5
1216,566,H,NewMexico,38,41,79,9,8,-380,4
1217,707,V,Marshall,32,36,68,164,163,NL,82
1217,708,H,WestVirginia,35,51,86,20.5,20.5,NL,11
1217,709,V,CalPolySLO,42,40,82,151,151,375,82.5
1217,710,H,USC,49,52,101,11,9,-450,3.5
1217,711,V,Belmont,35,27,62,152.5,1,-120,2
1217,712,H,MiddleTennSt,46,37,83,2,151,100,81.5
1217,713,V,SouthDakota,38,29,92,148.5,150,375,79
1217,714,H,WiscMilwaukee,27,40,91,9,9,-450,8
1217,717,V,CSNorthridge,36,41,77,144.5,144,170,78
1217,718,H,PortlandState,40,31,71,5.5,4.5,-190,1
1218,525,V,SouthCarolina,41,24,65,1.5,1,-120,70.5
1218,526,H,Clemson,25,34,59,135,132,100,2.5
1218,527,V,Mississippi,43,42,85,146.5,149,150,79
1218,528,H,MemphisU,31,48,79,4.5,3.5,-170,4.5
1218,529,V,CentralMichigan,44,41,85,161,161.5,750,86
1218,530,H,BYU,44,54,98,11,13,-1200,8
1218,531,V,TexasState,29,37,73,129.5,131.5,400,71
1218,532,H,WashingtonState,36,30,78,9.5,9.5,-500,3
1218,533,V,LongBeachState,39,34,73,149.5,150.5,800,81.5
1218,534,H,Oregon,40,54,94,12.5,14,-1400,8.5
1218,535,V,ULLafayette,34,25,59,156,153,-110,79
1218,536,H,Pepperdine,33,46,79,5,pk,-110,pk
1218,537,V,SantaClara,33,36,69,130,130,360,71.5
1218,538,H,Nevada,39,33,72,8.5,8.5,-430,3
1218,539,V,WeberState,36,37,92,2.5,3,-150,75.5
1218,540,H,PortlandU,29,44,82,142,142,130,1
1218,541,V,CSFullerton,32,37,69,138.5,138.5,475,76
1218,542,H,OregonState,44,38,82,11,10.5,-650,3
1218,543,V,ArkansasState,25,45,70,149.5,151.5,125,1
1218,544,H,TennMartin,35,39,74,3.5,2.5,-145,79
1218,545,V,MiamiOhio,36,28,64,140.5,142.5,-110,75
1218,546,H,TennesseeTech,25,52,77,1,pk,-110,3
1218,547,V,EasternKentucky,36,45,81,161.5,161,175,83
1218,548,H,ETennesseeSt,35,52,87,3.5,4.5,-200,3.5
1218,549,V,SoIllinois,36,52,88,141,141,130,75.5
1218,550,H,MurrayState,32,41,73,3.5,2.5,-150,3
1218,551,V,SouthAlabama,34,28,72,147,146,210,75.5
1218,552,H,Samford,31,31,70,6.5,5.5,-250,5
1218,553,V,JacksonvilleSt,22,38,60,137,137,575,70
1218,554,H,LoyolaMarymount,35,42,77,11.5,11.5,-850,3
1218,555,V,IncarnateWord,35,38,73,140.5,142,330,74.5
1218,556,H,St.Johns,26,25,51,7.5,8.5,-400,8
1219,711,V,GeorgiaTech,34,27,61,1,136.5,101,72.5
1219,712,H,Georgia,33,42,75,134.5,1,-119,0.5
1219,713,V,UtahU,33,27,77,153,151,255,77
1219,714,H,Duke,30,30,75,6.5,7,-320,6
1219,715,V,Villanova,29,46,75,126.5,129.5,205,68.5
1219,716,H,Virginia,33,53,86,5,5.5,-245,2.5
1219,717,V,WesternKentucky,16,40,56,137.5,140.5,NL,72
1219,718,H,Louisville,34,44,78,21,23,NL,9
1219,719,V,WichitaState,40,27,76,3,4,-185,0.5
1219,720,H,SetonHall,32,35,80,129,131,165,71.5
1219,721,V,Auburn,30,31,61,163,160.5,NL,81
1219,722,H,Xavier,39,46,85,17,18,NL,8.5
1219,723,V,Cornell,26,20,46,144,144,NL,74
1219,724,H,Syracuse,30,37,67,18.5,18.5,NL,10
1219,725,V,MichiganState,34,44,78,10,9,-500,3.5
1219,726,H,Northeastern,25,33,58,137,140.5,400,73
1219,727,V,NorthCarolina,38,51,89,7,8,-375,5
1219,728,H,UCLA,38,38,76,163,160.5,305,85
1219,729,V,CentralFlorida,34,55,89,151,153,195,81.5
1219,730,H,DetroitU,45,50,95,3.5,5.5,-235,pk
1219,731,V,Northwestern,29,32,78,4.5,4.5,-200,3.5
1219,732,H,Depaul,30,31,70,136.5,136,170,72
1219,733,V,NotreDame,41,32,73,1,1,-126,82.5
1219,734,H,IndianaU,31,49,80,157,157.5,105,2.5
1219,735,V,CharlotteU,40,42,82,152.5,148.5,170,79
1219,736,H,AppalachianSt,33,33,66,5.5,4.5,-200,3.5
1219,737,V,ColoradoState,25,31,56,148,145,400,75
1219,738,H,KansasState,29,32,61,8,9,-500,4
1219,739,V,Creighton,38,36,74,159,158.5,800,84
1219,740,H,Oklahoma,45,42,87,14.5,14,-1300,6
1219,741,V,IllinoisState,26,39,65,140,138.5,270,0.5
1219,742,H,St.Josephs,45,34,79,8.5,7.5,-335,73
1219,743,V,MissouriSt,23,22,45,131,132,900,69
1219,744,H,Valparaiso,35,39,74,14.5,14,-1500,4.5
1219,745,V,FloridaIntl,27,31,75,131.5,130,400,69
1219,746,H,NoIllinois,25,33,78,9,9.5,-500,6.5
1219,747,V,Kentucky,25,42,67,11,10,-550,9
1219,748,H,OhioState,37,37,74,138,135,430,72.5
1219,749,V,CollCharleston,32,31,63,135.5,136.5,NL,74
1219,750,H,MiamiFlorida,41,44,85,18.5,18,NL,8
1219,751,V,Cincinnati,33,36,69,pk,2,-130,1
1219,752,H,VaCommonwealth,31,32,63,139.5,136.5,110,73
1219,753,V,Tulane,34,25,59,142.5,142.5,230,76.5
1219,754,H,MississippiSt,40,29,69,7.5,6.5,-290,2.5
1219,755,V,IllinoisChicago,22,25,47,139,138,700,71
1219,756,H,LoyolaChicago,25,39,64,13,12.5,-1000,7
1219,757,V,Oakland,55,42,97,172,172.5,525,90
1219,758,H,WashingtonU,35,48,83,9,11,-700,11
1219,759,V,Drake,30,34,64,145.5,147.5,NL,76.5
1219,760,H,Iowa,30,40,70,16,15.5,NL,9.5
1219,761,V,GeorgiaState,35,31,66,7,8.5,-400,pk
1219,762,H,SouthernMiss,14,32,46,118,120.5,325,64
1219,763,V,AirForce,32,35,67,140,140,165,74
1219,764,H,UCDavis,27,33,60,6.5,4.5,-185,4
1219,765,V,FlaAtlantic,35,24,59,145.5,145,NL,76
1219,766,H,FloridaState,23,41,64,18,19,NL,14
1219,767,V,Purdue,27,41,68,5,4.5,-205,5.5
1219,768,H,Butler,31,43,74,154.5,151,175,77.5
1219,769,V,NCState,29,44,73,3.5,4,-174,2.5
1219,770,H,Missouri,28,31,59,142,140,154,73.5
1219,771,V,YoungstownState,22,24,46,146.5,146,NL,76
1219,772,H,Michigan,55,50,105,21,21,NL,6.5
1219,773,V,Princeton,31,30,61,142,141.5,700,74.5
1219,774,H,Maryland,35,47,82,11.5,12.5,-1000,6.5
1219,775,V,UAB,44,35,79,7,7,-310,1.5
1219,776,H,SouthFlorida,34,34,68,129.5,131,250,71.5
1219,777,V,IowaState,37,42,79,7.5,7,-325,7
1219,778,H,NorthernIowa,46,35,81,149.5,149.5,260,81
1219,779,V,PennState,27,36,63,6.5,6,-260,5.5
1219,780,H,Drexel,34,23,57,128.5,128.5,210,69
1219,781,V,Delaware,35,26,61,132.5,132.5,200,71.5
1219,782,H,BostonCollege,32,37,69,4.5,5.5,-240,5
1219,783,V,IndianaState,24,52,76,132.5,134,150,68.5
1219,784,H,SaintLouis,27,41,68,2.5,3.5,-170,1.5
