2007-08 season:|Mon Dec 10 2007|at Pho|Miami 117|Phoenix 113  | | |
2007-08 season:|Mon Dec 10 2007|at Sac|Sacramento 96|Milwaukee 93  | | |
2007-08 season:|Tue Dec 11 2007|at Wsh|Washington 102|Minnesota 88  | | |
2007-08 season:|Tue Dec 11 2007|at Atl|Toronto 100|Atlanta 88  | | |
2007-08 season:|Tue Dec 11 2007|at Cle|Cleveland 118|Indiana 105  | | |
2007-08 season:|Tue Dec 11 2007|at NJ|LA Clippers 91|New Jersey 82  | | |
2007-08 season:|Tue Dec 11 2007|at Mem|Detroit 113|Memphis 103  | | |
2007-08 season:|Tue Dec 11 2007|at Chi|Chicago 123|Seattle 96  | | |
2007-08 season:|Tue Dec 11 2007|at Uta|Portland 97|Utah 89  | | |
2007-08 season:|Tue Dec 11 2007|at GS|Golden State 96|San Antonio 84  | | |
2007-08 season:|Wed Dec 12 2007|at Tor|Toronto 92|Dallas 76  | | |
2007-08 season:|Wed Dec 12 2007|at Phi|Philadelphia 98|Minnesota 94  | | |
2007-08 season:|Wed Dec 12 2007|at ChB|Cha Bobcats 108|LA Clippers 103  | | |
2007-08 season:|Wed Dec 12 2007|at Ind|Indiana 117|Chicago 102  | | |
2007-08 season:|Wed Dec 12 2007|at Bos|Boston 90|Sacramento 78  | | |
2007-08 season:|Wed Dec 12 2007|at NY|Seattle 117|New York 110  | | |
