4948,316,2018-01-13,63,65
4613,3347,2017-11-10,53,81
2246,3347,2017-11-17,84,80,neutral
3347,4076,2017-11-18,68,66
8508,3347,2017-11-19,73,78,neutral
3473,3347,2017-11-25,58,97
5394,3347,2017-11-29,66,75
316,3347,2017-12-02,65,91
2527,3347,2017-12-06,66,88
3347,6841,2017-12-09,77,58
3347,4206,2017-12-13,77,80
6317,3347,2017-12-17,72,92
6358,3347,2017-12-20,59,70,neutral
3347,7278,2017-12-28,79,60
7788,3347,2017-12-30,73,76
3347,8898,2018-01-04,63,81
8099,3347,2018-01-11,71,104
3347,2292,2018-01-14,65,49
5724,7840,2017-11-10,59,105
5342,7840,2017-11-14,60,78
2065,7840,2017-11-18,57,80
1004,7840,2017-11-23,48,61,neutral
2265,7840,2017-11-24,85,78,neutral
2954,7840,2017-11-26,76,71,neutral
2633,7840,2017-11-29,58,82
7840,8443,2017-12-05,71,67
4741,7840,2017-12-12,59,52
4218,7840,2017-12-16,60,75
7822,7840,2017-12-18,46,47
74,7840,2017-12-22,50,66,neutral
3717,7840,2017-12-29,92,86
7840,3554,2018-01-01,74,70
7840,557,2018-01-06,60,69
7878,7840,2018-01-10,98,99
7840,5912,2018-01-13,64,65
2371,771,2017-11-10,65,104
7399,771,2017-11-12,69,90
7933,771,2017-11-16,56,58,neutral
3449,771,2017-11-17,64,82,neutral
3554,771,2017-11-19,75,64,neutral
4238,771,2017-11-25,48,68
4254,771,2017-11-28,53,87
771,5961,2017-12-01,73,70
6296,771,2017-12-03,54,77
1067,771,2017-12-09,54,77
2993,771,2017-12-13,80,85
771,7358,2017-12-18,63,86
1753,771,2017-12-27,71,93
771,5323,2017-12-30,83,74
5371,771,2018-01-03,62,90
771,9162,2018-01-06,78,79
771,2776,2018-01-09,70,64
7002,771,2018-01-13,80,83
7642,4474,2017-11-10,61,76,neutral
4494,4474,2017-11-12,43,96
1004,4474,2017-11-15,65,79
964,4474,2017-11-18,78,80
3592,4474,2017-11-20,45,76
6763,4474,2017-11-24,63,61,neutral
5371,4474,2017-11-25,65,80,neutral
4474,7729,2017-11-27,70,72
6393,4474,2017-12-01,80,75
4474,3425,2017-12-03,92,91
5825,4474,2017-12-07,62,87
2825,4474,2017-12-09,60,82
1294,4474,2017-12-12,59,76
2536,4474,2017-12-21,50,75
4487,4474,2017-12-29,45,66
6114,4474,2018-01-02,69,75
4474,4757,2018-01-04,61,91
3540,4474,2018-01-07,73,91
4474,5850,2018-01-11,69,91
4474,4741,2018-01-15,67,68
1057,8251,2017-11-10,42,84
5545,8251,2017-11-13,65,75
8251,8367,2017-11-19,93,89
4024,8251,2017-11-22,63,88
7848,8251,2017-11-26,75,59
8251,7358,2017-12-02,55,72
5886,8251,2017-12-08,85,83,neutral
