chiefs,1,0,1,352,185,42,247,124,27,2,10,0,232,112,27,299,107,20,3,0,28,122,189,24,226,104,10,4,11,0,261,168,29,220,111,20,5,0,7,323,127,42,248,144,34,6,2,0,223,28,13,245,194,19,7,0,8,331,94,30,417,88,31
patriots,1,0,1,247,124,27,352,185,42,2,1,26,436,119,36,348,81,20,3,7,1,337,59,36,292,125,33,4,22,1,293,80,30,304,140,33,5,1,30,289,113,19,319,90,14,6,1,16,257,118,24,334,74,17,7,14,1,241,162,23,223,120,7
steelers,1,2,3,255,35,21,180,57,18,2,27,2,233,102,26,146,91,9,3,2,15,212,70,17,84,222,23,4,2,12,208,173,26,206,82,9,5,6,2,301,70,9,82,231,30,6,2,0,245,194,19,223,28,13,7,13,2,268,152,29,108,71,14
browns,1,2,3,180,57,18,255,35,21,2,3,12,293,93,10,201,136,24,3,3,18,235,111,28,243,92,31,4,13,3,170,45,7,264,86,31,5,16,3,279,140,14,178,34,17,6,3,7,113,134,17,217,123,33,7,9,3,218,66,9,189,80,12
cardinals,1,4,5,263,45,23,285,82,35,2,4,18,306,83,16,190,76,13,3,25,4,283,49,17,174,99,28,4,23,4,317,51,18,210,95,15,5,4,10,276,31,7,297,122,34,6,30,4,272,160,38,344,70,33,7,4,19,171,25,0,228,197,33
lions,1,4,5,285,82,35,263,45,23,2,5,24,119,138,24,208,62,10,3,14,5,253,71,26,277,151,30,4,5,27,154,97,14,197,87,7,6,5,26,281,66,38,186,193,52
jaguars,1,6,7,125,155,29,110,93,7,2,9,6,211,99,16,211,179,37,3,12,6,244,166,44,52,134,7,4,6,16,136,175,20,215,256,23,5,6,2,82,231,30,301,70,9,7,6,18,330,188,27,136,96,0
texans,1,6,7,110,93,7,125,155,29,2,7,13,98,168,13,213,82,9,3,7,1,292,125,33,337,59,36,4,9,7,272,173,57,109,86,14,5,0,7,248,144,34,323,127,42,6,3,7,217,123,33,113,134,17
raiders,1,8,9,250,109,26,255,95,16,2,16,8,230,180,45,145,126,20,3,8,11,96,32,10,356,116,27,4,8,29,230,24,10,155,143,16,5,12,8,137,108,17,222,143,30,6,28,8,165,109,16,263,80,17,7,0,8,417,88,31,331,94,30
titans,1,8,9,255,95,16,250,109,26,2,9,6,211,179,37,211,99,16,3,20,9,225,195,33,364,69,27,4,9,7,109,86,14,272,173,57,5,9,31,119,69,10,78,100,16,6,18,9,305,168,36,212,85,22,7,9,3,189,80,12,218,66,9
eagles,1,10,11,298,58,30,200,64,17,2,10,0,299,107,20,232,112,27,3,24,10,161,193,27,366,49,24,4,10,28,240,214,26,342,58,24,5,4,10,297,122,34,276,31,7,6,10,22,209,101,28,225,80,23,7,11,10,244,127,34,269,75,24
redskins,1,10,11,200,64,17,298,58,30,2,11,19,156,229,27,235,97,20,3,8,11,356,116,27,96,32,10,4,11,0,220,111,20,261,168,29,6,23,11,325,94,26,250,85,24,7,11,10,269,75,24,244,127,34
ravens,1,12,13,111,157,20,144,77,0,2,3,12,201,136,24,293,93,10,3,12,6,52,134,7,244,166,44,4,2,12,206,82,9,208,173,26,5,12,8,222,143,30,137,108,17,6,15,12,166,125,24,111,231,27,7,12,27,144,64,16,188,169,24
bengals,1,12,13,144,77,0,111,157,20,2,7,13,213,82,9,98,168,13,3,13,21,191,110,24,280,64,27,4,13,3,264,86,31,170,45,7,5,17,13,323,65,20,139,82,16
falcons,1,14,15,308,64,23,176,125,17,2,21,14,223,141,34,308,59,23,3,14,5,277,151,30,253,71,26,4,17,14,242,147,17,164,117,23,6,31,14,239,100,17,151,138,20,7,14,1,223,120,7,241,162,23
bears,1,14,15,176,125,17,308,64,23,2,15,30,290,20,7,194,117,29,3,2,15,84,222,23,212,70,17,4,15,21,205,103,14,169,91,35,5,27,15,159,115,17,141,159,20,6,15,12,111,231,27,166,125,24
jets,1,16,17,176,38,12,218,190,21,2,16,8,145,126,20,230,180,45,3,31,16,233,103,20,195,30,6,4,6,16,215,256,23,136,175,20,5,16,3,178,34,17,279,140,14,7,16,31,180,92,28,304,53,31
bills,1,16,17,218,190,21,176,38,12,2,17,22,107,69,3,178,77,9,3,29,17,197,75,26,255,111,16,4,17,14,164,117,23,242,147,17,5,17,13,139,82,16,323,65,20,7,30,17,261,173,30,378,69,27
colts,1,18,19,150,75,9,310,63,46,2,4,18,190,76,13,306,83,16,3,3,18,243,92,31,235,111,28,4,18,20,139,98,18,283,194,46,5,23,18,288,159,26,336,66,23,6,18,9,212,85,22,305,168,36,7,6,18,136,96,0,330,188,27
rams,1,18,19,310,63,46,150,75,9,2,11,19,235,97,20,156,229,27,3,19,23,292,126,41,308,113,39,4,19,25,244,168,35,251,189,30,5,20,19,275,100,10,179,62,16,6,19,6,107,142,27,220,169,17,7,4,19,228,197,33,171,25,0
seahawks,1,20,21,135,90,9,286,84,17,2,23,20,181,131,12,89,159,9,3,20,9,364,69,27,225,195,33,4,18,20,283,194,46,139,98,18,5,20,19,179,62,16,275,100,10,7,20,24,321,104,24,131,46,7
packers,1,20,21,286,84,17,135,90,9,2,21,14,308,59,23,223,141,34,3,13,21,280,64,27,191,110,24,4,15,21,169,91,35,205,103,14,5,21,25,182,160,35,245,163,31,6,21,27,155,72,10,239,112,23,7,26,21,79,181,17,324,161,26
panthers,1,22,23,171,116,23,166,51,3,2,17,22,178,77,9,107,69,3,3,26,22,156,132,13,213,149,34,4,22,1,304,140,33,293,80,30,5,22,5,334,28,27,192,50,24,6,10,22,225,80,23,209,101,28,7,22,15,185,108,3,85,68,17
49ers,1,22,23,166,51,3,171,116,23,2,23,20,89,159,9,181,131,12,3,19,23,308,113,39,292,126,41,4,23,4,210,95,15,317,51,18,5,23,18,336,66,23,288,159,26,6,23,11,250,85,24,325,94,26,7,25,23,187,103,10,236,265,40
giants,1,24,25,198,35,3,263,129,19,2,5,24,208,62,10,119,138,24,3,24,10,366,49,24,161,193,27,4,24,30,288,91,23,323,111,25,5,28,24,183,152,22,258,124,27,6,24,29,118,148,23,366,46,10,7,20,24,131,46,7,321,104,24
cowboys,1,24,25,263,129,19,198,35,3,2,25,29,228,40,17,202,178,42,3,25,4,174,99,28,283,49,17,4,19,25,251,189,30,244,168,35,5,21,25,245,163,31,182,160,35,7,25,23,236,265,40,187,103,10
saints,1,26,27,284,60,19,341,129,29,2,1,26,348,81,20,436,119,36,3,26,22,213,149,34,156,132,13,4,26,31,261,86,20,128,58,0,6,5,26,186,193,52,281,66,38,7,26,21,324,161,26,79,181,17
vikings,1,26,27,341,129,29,284,60,19,2,27,2,146,91,9,233,102,26,3,30,27,369,125,34,316,26,17,4,5,27,197,87,7,154,97,14,6,21,27,239,112,23,155,72,10,7,12,27,188,169,24,144,64,16
chargers,1,28,29,185,64,21,181,140,24,2,31,28,323,44,17,225,111,19,3,0,28,226,104,10,122,189,24,4,10,28,342,58,24,240,214,26,5,28,24,258,124,27,183,152,22,6,28,8,263,80,17,165,109,16,7,29,28,162,80,21,182,69,0
broncos,1,28,29,181,140,24,185,64,21,2,25,29,202,178,42,228,40,17,3,29,17,255,111,16,197,75,26,4,8,29,155,143,16,230,24,10,6,24,29,366,46,10,118,148,23,7,29,28,182,69,0,162,80,21
buccaneers,2,15,30,194,117,29,290,20,7,3,30,27,316,26,17,369,125,34,4,24,30,323,111,25,288,91,23,5,1,30,319,90,14,289,113,19,6,30,4,344,70,33,272,160,38,7,30,17,378,69,27,261,173,30
dolphins,2,31,28,225,111,19,323,44,17,3,31,16,195,30,6,233,103,20,4,26,31,128,58,0,261,86,20,5,9,31,78,100,16,119,69,10,7,16,31,304,53,31,180,92,28
