retro_game_id,year,st_fl,regseason_fl,playoffs_fl,game_type,game_type_des,game_id,home_team_id,home_team_lg,away_team_id,away_team_lg,interleague_fl,inning,bat_home_id,park_id,park_name,park_lock,pit_id,bat_id,pit_hand_cd,bat_hand_cd,pa_ball_ct,pa_strike_ct,outs_ct,pitch_seq,pa_terminal_fl,pa_event_cd,start_bases_cd,end_bases_cd,event_outs_ct,ab_number,pitch_res,pitch_des,pitch_id,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,pitch_type_seq,type_conf,zone,spin_dir,spin_rate,sv_id
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,1,1,22,Dodger Stadium,"Los Angeles, CA",572971,641355,L,L,1,0,1,BS,F,2,0,0,1,6,S,"Swinging Strike",38,164.99,217.59,80.3,73.9,3.549,1.627,-6.701277758065951,2.653516920747138,-1.344474099109441,0.769788427354502,0.6913963805898253,50,5.97097971783362,-2.6753072153650446,-116.55048211320785,-5.702612049591561,-9.14381587524918,23.546241134748964,-28.55335545563102,23.8,17.9,9.3,SL,FT|SL,.904,13,248.398,1224.173,171025_002233
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,1,1,22,Dodger Stadium,"Los Angeles, CA",572971,641355,L,L,1,1,1,BSX,T,2,0,0,1,6,X,"In play, out(s)",39,119.95,173.36,89.4,82.4,3.549,1.627,8.907080292222853,7.515393782340901,-0.09564147617573948,2.4483918747085096,0.8271319245330774,50.00000000000001,6.091062999404103,-5.3508250161508455,-129.87767053382345,-5.6222077876570955,15.315028524292579,25.51051780377676,-19.251916233413287,23.8,-35.1,5.9,FT,FT|SL|FT,.916,5,130.157,2238.344,171025_002259
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,1,1,22,Dodger Stadium,"Los Angeles, CA",572971,624577,L,R,0,0,2,B,F,2,0,0,1,7,B,"Ball",43,87.43,227.45,90.4,83.4,3.467,1.589,9.757661026230751,8.986893324795865,0.6710063602069675,0.41709788185536145,0.9510624257952683,50.00000000000002,5.858259171336191,-4.01531232679415,-130.98668370638504,-10.930243830558856,17.054717670852046,26.109530938926437,-16.466500612262514,23.8,-41.3,5.7,FT,FT,.916,14,132.646,2568.031,171025_002338
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,1,1,22,Dodger Stadium,"Los Angeles, CA",572971,624577,L,R,1,0,2,BB,F,2,0,0,1,7,B,"Ball",44,58.21,202.53,89.4,82.4,3.467,1.589,7.453660436162941,9.512009946318438,1.486103270644281,1.3384182299048222,0.970684444423141,50.00000000000006,5.957712737004444,-1.167485522143376,-129.8621840512728,-8.804894596748074,12.821866239298547,25.325596978066567,-15.81138751986773,23.8,-35.8,5.1,FT,FT|FT,.915,14,141.919,2322.359,171025_002359
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,1,1,22,Dodger Stadium,"Los Angeles, CA",572971,624577,L,R,2,0,2,BBX,T,2,0,0,1,7,X,"In play, out(s)",45,79.75,196.61,89.5,82.6,3.467,1.589,9.192126257435289,9.732554949854675,0.9244113813150168,1.5310789792525095,0.9064459531371835,49.999999999999964,5.921071141013414,-3.0276831565484392,-129.94033885045414,-8.289407517833626,15.81064159967656,25.693465523184383,-15.433858762274578,23.8,-41.8,5.4,FT,FT|FT|FT,.916,14,136.637,2570.879,171025_002427
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,621043,L,R,0,0,0,X,T,2,0,0,1,8,X,"In play, out(s)",50,112.45,170.29,92.5,84.4,3.549,1.627,2.9166949898548054,14.062096569884627,0.10933278534372474,2.541639118993304,1.1187298743357426,49.99999999999995,6.091728453869231,-3.6713707726674962,-134.14517965306374,-8.136431859629718,5.298198636460383,29.8609586728442,-6.630143166430849,23.8,-28.1,2.1,FF,FF,.913,5,168.284,2821.371,171025_002802
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,0,0,1,C,F,3,0,0,1,9,C,"Called Strike",54,115.28,191.09,92.4,84.2,3.371,1.535,2.8766370084165,15.411738388298321,-0.025117557682033123,1.727646829266667,1.1355511755067018,49.999999999999986,6.039961605111168,-4.050939128376815,-133.81584484933651,-10.577770891363322,5.2087549297907945,29.25157802693374,-4.26786224518488,23.8,-33.5,1.8,FF,FF,.908,8,169.429,3077.732,171025_002824
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,0,1,1,CC,F,3,0,0,1,9,C,"Called Strike",55,111.92,181.83,92.7,84.7,3.371,1.535,4.369744086436011,12.652855483955655,0.0727016454096426,2.1131618537863033,1.2418862714483174,50.000000000000014,5.993076758299301,-4.617710432688965,-134.56008721566994,-8.634202111008024,8.025701680560399,28.72223857473618,-8.935149089369443,23.8,-33.3,2.8,FF,FF|FF,.877,8,160.949,2650.747,171025_002837
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,0,2,1,CCB,F,3,0,0,1,9,B,"Ball",56,41.59,182.46,89.4,82.4,3.371,1.535,-1.2744713936075098,10.067249903035444,1.9021104424738808,2.0608189255150724,1.3756804457214786,50.00000000000002,6.134103700715147,1.7802483068592705,-129.7333586781135,-7.5882239543452705,-2.1933401116864046,24.65144930035726,-14.848510190130469,23.9,6.6,3.8,SL,FF|FF|SL,.915,14,187.213,1952.939,171025_002853
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,1,2,1,CCBF,F,3,0,0,1,9,F,"Foul",57,147.42,172.37,89.9,83.2,3.371,1.535,-1.022066582937758,10.417358392527593,-0.8346981503200349,2.4708347081414015,0.9747407989212544,50.000000000000064,6.310280652959621,-4.332863027472876,-130.45260330848342,-7.200820302821624,-1.7761303946292115,25.273606895627648,-14.070935528772889,23.8,9.5,3.6,SL,FF|FF|SL|SL,.881,11,185.602,2022.935,171025_002912
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,1,2,1,CCBFB,F,3,0,0,1,9,B,"Ball",58,127.38,218.28,88.7,82.4,3.371,1.535,0.8368943219842422,8.948678347066439,-0.27608775743827296,0.7536568258882483,0.8853805887072642,50.000000000000014,6.082406521539821,-3.238675222916161,-128.67282160494582,-10.243305869756538,1.4152384708785561,24.53337641598962,-17.041296991980456,23.9,-2.6,4.5,SL,FF|FF|SL|SL|SL,.918,13,174.659,1713.653,171025_002939
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,493329,L,R,2,2,1,CCBFBC,T,3,0,0,1,9,C,"Called Strike",59,127.16,190.21,94.1,86.1,3.371,1.535,3.0460954582828945,14.098915922420748,-0.27733028460640374,1.7730689698372604,1.1182594254840088,49.99999999999995,5.946667342922794,-4.825680161038514,-136.35434647644098,-10.206083350357906,5.744296457748937,29.51863624213502,-5.586453420158745,23.8,-31.3,2.0,FF,FF|FF|SL|SL|SL|FF,.900,7,167.810,2894.131,171025_002954
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,435263,L,L,0,0,2,C,F,2,0,0,1,10,C,"Called Strike",63,119.52,169.8,87.7,80.9,3.49,1.601,-2.050004213871958,3.4816557521214264,-0.10470334706549428,2.639017898449032,1.1673966884504627,49.99999999999997,6.206852431935824,-2.5381524576454852,-127.42575189380125,-3.777503534585765,-3.398762034208558,24.136350943366242,-26.401709501505334,23.9,8.1,6.7,SL,SL,.885,5,210.489,762.654,171025_003024
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,435263,L,L,0,1,2,CC,F,2,0,0,1,10,C,"Called Strike",64,108.3,193.75,93.4,85.4,3.49,1.601,3.025060181989416,13.660244671037125,0.23438322099584805,1.6239515125869317,1.1348068191186316,49.999999999999964,5.893242519119653,-3.461683971491028,-135.43959678412904,-10.164709333100886,5.630564527926753,29.014580149690392,-6.74814478582863,23.8,-28.9,2.2,FF,SL|FF,.906,8,167.515,2789.512,171025_003036
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,0,22,Dodger Stadium,"Los Angeles, CA",477132,435263,L,L,0,2,2,CCX,T,2,0,0,1,10,X,"In play, out(s)",65,136.91,212.43,89.3,81.9,3.49,1.601,1.2295998298116722,8.503221095725742,-0.585758764970407,0.9976848002251022,1.0093819299897315,49.999999999999986,6.068717356769206,-4.4767610799865825,-129.29444144797566,-9.44807405349215,2.0785120944636306,27.310992793811607,-17.800227528762253,23.8,-3.5,4.7,SL,SL|FF|SL,.909,13,171.774,1629.622,171025_003054
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,571771,L,R,0,0,0,B,F,20,0,1,0,11,B,"Ball",70,86.08,226.49,87.8,81.5,3.319,1.513,9.11560730295773,8.137619226036167,0.7717598549414991,0.4836463360861755,0.8625495004938223,50.00000000000003,5.8932647386544925,-3.223723458123146,-127.41598781667366,-9.961754058683544,15.122372802022564,23.941812877500933,-18.674112944121205,23.9,-35.4,6.1,FT,FT,.915,14,131.756,2308.149,171025_003406
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,571771,L,R,1,0,0,BC,F,20,0,1,0,11,C,"Called Strike",71,84.21,202.43,88.4,81.8,3.319,1.513,7.749115451542388,10.03798950019106,0.8159132356713865,1.3379013763014658,0.8814525912495176,50.00000000000004,5.943089792989223,-2.7305690772305735,-128.3260125853519,-8.707387529699913,13.040820597631681,24.2636811610013,-15.281330793805415,23.9,-36.6,5.1,FT,FT|FT,.915,14,142.334,2412.660,171025_003425
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,571771,L,R,1,1,0,BCX,T,20,0,1,0,11,X,"In play, no out",72,119.2,184.18,77.6,71.8,3.319,1.513,-4.698657653720772,-0.18139190152765927,-0.09583638383451248,2.0734793009359156,0.7754606688562571,50,6.193852327892209,-0.5812961603595876,-112.8337369422477,-1.899693648524893,-6.05310127713537,20.66846059567874,-32.40772881826642,23.8,10.6,10.5,SL,FT|FT|SL,.907,8,272.211,778.870,171025_003451
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,608369,L,L,0,0,0,X,T,2,1,0,2,12,X,"In play, out(s)",76,104.24,181.09,89.9,82.9,3.549,1.627,7.806823733930697,8.395043900441419,0.27623293199245014,2.1139662761293803,0.617923572705979,49.99999999999999,6.058476565172325,-3.507876455969891,-130.70088025568808,-6.800057449824443,13.571748929165148,26.258550952021217,-17.579710071379964,23.8,-34.3,5.3,FT,FT,.916,9,137.080,2212.180,171025_003533
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,523253,L,R,0,0,2,C,F,2,0,0,1,13,C,"Called Strike",81,76.71,191.31,88.9,81.9,3.411,1.565,7.88229023035141,9.229062324787087,0.9809490532264514,1.7935715901035727,0.9420640943218886,49.99999999999998,6.0253128477899205,-2.5227563523493646,-129.15053259447194,-7.604651585067074,13.414091002372443,24.99021961494102,-16.468019182561303,23.8,-35.9,5.3,FT,FT,.916,14,139.501,2320.195,171025_003617
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,523253,L,R,0,1,2,CB,F,2,0,0,1,13,B,"Ball",82,75.72,176.57,79.2,72.4,3.411,1.565,-5.633175738390279,2.3381697651597104,1.018032842801037,2.2915465527924153,1.0175910343528975,50.00000000000004,6.2349942257758295,1.6583655004110982,-115.01324683986265,-2.528790424879272,-7.513197083192618,22.184505409717243,-29.05553582481326,23.8,13.7,9.2,SL,FT|SL,.923,14,247.458,1026.112,171025_003634
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,523253,L,R,1,1,2,CBF,F,2,0,0,1,13,F,"Foul",83,97.77,184.22,89.8,82.9,3.411,1.565,9.312286425386576,7.3977653161337145,0.5045394340046647,2.020885611896089,0.9004045088126016,50.000000000000064,5.989554557217238,-4.153514228238505,-130.5301069020072,-6.520563215460846,16.18183735375857,25.626249862244116,-19.319049294314993,23.8,-36.8,6.0,FT,FT|SL|FT,.917,9,128.465,2296.980,171025_003700
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,2,1,22,Dodger Stadium,"Los Angeles, CA",572971,523253,L,R,1,2,2,CBFX,T,2,0,0,1,13,X,"In play, out(s)",84,139.44,196.58,88.0,81.8,3.411,1.565,0.13029434195543244,6.59113577476154,-0.5886546405820201,1.563079049457846,0.8750831596903593,49.999999999999915,6.0246922241561265,-3.7691712383679863,-128.4383104723205,-7.194248845246432,0.21680809580255686,24.175980298914528,-21.206484078527346,23.9,1.1,5.4,FF,FT|SL|FT|FF,.915,13,178.869,1239.084,171025_003731
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,503556,L,R,0,0,0,C,F,3,0,0,1,14,C,"Called Strike",89,128.84,175.13,93.4,84.5,3.411,1.565,3.3722690608227985,15.996585987765242,-0.3261245129008509,2.3939231617098415,0.9769507485651272,50.00000000000002,6.121828244838868,-4.647508591732504,-135.40865661199794,-9.470375110244609,6.240415225462763,30.48233259622997,-2.5722175776418896,23.8,-48.0,1.5,FF,FF,.902,4,168.097,3241.274,171025_004051
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,503556,L,R,0,1,0,CF,F,3,0,0,1,14,F,"Foul",90,131.73,179.1,89.1,82.5,3.411,1.565,0.13110753195095398,7.292677427916519,-0.41583278587624917,2.2199953064996714,1.064762987304314,49.99999999999997,6.289556533028057,-3.8410160934496895,-129.42581469984842,-6.5978624252197395,0.22437865946297889,24.746829808603643,-19.693292029155067,23.9,1.3,4.9,SL,FF|SL,.913,4,178.972,1399.235,171025_004109
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,503556,L,R,0,2,0,CFB,F,3,0,0,1,14,B,"Ball",91,54.2,209.12,92.7,84.5,3.411,1.565,0.3079229324334049,14.17875122773151,1.5368937033179686,1.0917937999353484,1.1783580176512656,49.99999999999997,5.90697819511441,0.8442027476801719,-134.22100943457613,-11.573098112971431,0.561926536627748,28.95220069932854,-6.2993385822757,23.8,-4.8,2.0,FF,FF|SL|FF,.910,14,178.758,2797.427,171025_004135
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,503556,L,R,1,2,0,CFBB,F,3,0,0,1,14,B,"Ball",92,127.47,218.34,90.3,83.6,3.411,1.565,-0.004296706816566238,8.582439619016696,-0.2554466323609388,0.7622537188625838,0.9506937922226707,50.00000000000003,6.041502620001089,-3.123317221866272,-130.91428526372493,-10.35852572244106,-0.007499325503102584,26.1598672463736,-17.194551220103925,23.8,1.7,4.5,SL,FF|SL|FF|SL,.681,13,180.027,1660.011,171025_004153
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,503556,L,R,2,2,0,CFBBC,T,3,0,0,1,14,C,"Called Strike",93,133.55,191.73,74.8,68.6,3.411,1.565,-0.6133319965194607,-7.444990511225697,-0.42819958909615957,1.7884050187029155,0.682147179864539,49.99999999999996,6.422125488524323,-2.2006056028905765,-108.65989437396432,-0.295864194952242,-0.724732181171488,21.11309794286705,-40.97128111990462,23.8,1.5,14.1,CU,FF|SL|FF|SL|CU,.895,7,355.292,1178.556,171025_004219
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,502210,L,L,0,0,1,B,F,20,0,1,0,15,B,"Ball",97,160.71,189.14,94.3,86.1,3.467,1.589,0.34443381517325916,13.331498402058985,-1.1986420153003072,1.8249650824593506,0.9681285032787685,50.00000000000002,5.993453113406121,-5.966684806154606,-136.72158294713168,-9.955540737672928,0.6512516205188512,30.448188158816887,-6.966999899149109,23.8,4.0,2.0,FF,FF,.899,13,178.522,2675.662,171025_004251
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,502210,L,L,1,0,1,BC,F,20,0,1,0,15,C,"Called Strike",98,96.24,185.65,93.2,84.8,3.467,1.589,2.222902058506341,14.289332868360987,0.5447445054129811,1.967711264516187,1.2014795031098577,50.000000000000014,5.9283677199181,-2.5217774661484493,-135.1255510751273,-9.483114800327856,4.108124127203724,29.56450126131461,-5.7660685496084225,23.8,-24.5,1.9,FF,FF|FF,.908,9,171.159,2869.403,171025_004304
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,502210,L,L,1,1,1,BCX,T,20,0,1,0,15,X,"In play, no out",99,113.19,157.65,73.4,67.4,3.467,1.589,-1.5221514469660768,-9.148843202498371,0.07623722479027824,3.05837647949972,0.7713936621894847,49.99999999999999,6.583698396561512,-1.044279588388384,-106.63020654194158,2.760267676402869,-1.7386639020458898,19.686799038858975,-42.62423303273002,23.8,2.6,15.0,CU,FF|FF|CU,.907,2,350.556,1441.375,171025_004332
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,572971,L,L,0,0,1,C,F,3,0,0,1,16,C,"Called Strike",103,104.33,176.27,93.1,84.8,3.49,1.601,2.2418392442159654,13.955627009942631,0.2756036122268562,2.3205145372197236,0.9983373959873083,49.99999999999995,6.057726504957971,-2.7019951812064282,-135.11042852448617,-8.753524145654394,4.135350409163489,30.012352254632898,-6.431164442595326,23.8,-23.0,2.0,FF,FF,.909,6,170.876,2799.640,171025_004416
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,572971,L,L,0,1,1,CS,F,3,0,0,1,16,S,"Foul Bunt",104,120.38,171.04,93.1,85.2,3.49,1.601,1.9658790914589912,13.45337094905656,-0.088712436483836,2.5088332475158373,0.8738244873288653,49.999999999999986,6.013822008559955,-3.2482073081871223,-135.12267614274887,-7.977050952208658,3.632708979843486,29.58284887089767,-7.313831227636127,23.8,-18.0,2.1,FF,FF|FF,.911,5,171.688,2697.528,171025_004442
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,572971,L,L,0,2,1,CSB,F,3,0,0,1,16,B,"Ball",105,155.73,191.88,93.6,85.9,3.49,1.601,-0.13059108843385744,13.993016784383933,-1.0730213343433435,1.7637502396967748,0.8010990203446449,49.99999999999998,5.98284396199846,-4.98188476381273,-135.70047060111003,-10.19949838540819,-0.2442679767923101,28.829043911835125,-6.000395054235355,23.8,8.9,1.8,FF,FF|FF|FF,.901,13,180.533,2798.358,171025_004522
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,572971,L,L,1,2,1,CSBB,F,3,0,0,1,16,B,"Ball",106,142.83,206.54,93.5,85.5,3.49,1.601,1.818694717805792,15.472970716105968,-0.769129627216036,1.222872218969099,0.9132072986787578,49.99999999999993,5.968519558574944,-5.125744261351667,-135.42091716191422,-12.026260227068967,3.371737033655302,30.02830236893698,-3.4882070716642715,23.8,-20.2,1.4,FF,FF|FF|FF|FF,.900,13,173.298,3094.303,171025_004550
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,572971,L,L,2,2,1,CSBBS,T,3,0,0,1,16,S,"Foul Bunt",107,116.65,142.56,93.5,85.5,3.49,1.601,1.1114745945698097,13.118119874931216,-0.03194980529951992,3.626695491434978,0.9311039787974404,50.00000000000002,6.141188546910057,-2.967850784551362,-135.82472141740377,-5.302061804903309,2.0735178717340013,30.12568121821604,-7.701463994345377,23.8,-9.1,2.0,FF,FF|FF|FF|FF|FF,.911,11,175.159,2623.347,171025_004615
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,543807,L,R,0,0,2,S,F,3,1,0,1,17,S,"Swinging Strike",111,121.05,211.31,90.5,83.4,3.49,1.601,-0.45144831498458393,9.544137387123953,-0.13452152461756434,1.0289151036029538,0.7986350427981738,50.00000000000004,6.063650294999227,-2.267846916321124,-131.21622019424964,-10.070095599675275,-0.7891281423506737,27.090692771986863,-15.490970656587297,23.8,4.0,4.1,SL,SL,.540,13,182.706,1846.609,171025_004703
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,543807,L,R,0,1,2,SC,F,3,1,0,1,17,C,"Called Strike",113,127.57,177.66,93.1,84.3,3.49,1.601,0.9232570460057625,14.300963894719583,-0.28531931570584584,2.257553808415056,0.7806687457543494,49.99999999999998,6.051914258573035,-3.1543797367186923,-134.95033701256426,-8.9837542101893,1.6960965115096511,30.413833006808254,-5.902042208906759,23.8,-7.2,1.8,FF,SL|FF,.907,4,176.308,2830.244,171025_004751
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,0,22,Dodger Stadium,"Los Angeles, CA",477132,543807,L,R,0,2,2,SCS,T,3,1,0,1,17,S,"Swinging Strike",114,76.83,196.93,90.2,83.0,3.49,1.601,-1.8647406493170555,7.248734567097106,1.0234329288372692,1.5729680734237503,1.1247395221709402,49.99999999999997,6.064692206649124,0.36482306064792586,-130.97049747957305,-7.842832170271452,-3.2446252944180385,27.207475762340014,-19.561341509185322,23.8,8.5,5.0,SL,SL|FF|SL,.907,14,194.425,1442.615,171025_004817
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,605131,L,R,0,0,0,C,F,20,0,1,0,18,C,"Called Strike",120,111.31,183.85,89.2,82.3,3.301,1.504,5.819537441041544,7.651720987826641,0.08591707288394897,1.9898018317644297,0.7125303687549809,49.99999999999993,6.0552623836891195,-3.5531915558462686,-129.61693083086178,-6.731830604894886,9.98463907377504,24.93299051747061,-19.04591369507883,23.8,-24.7,5.3,FT,FT,.911,8,142.746,1846.106,171025_005141
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,605131,L,R,0,1,0,CB,F,20,0,1,0,18,B,"Ball",121,76.86,196.25,90.0,82.7,3.301,1.504,4.05883304391236,8.222638221269538,0.9680691344745228,1.5881923937970368,0.9692219835600828,49.99999999999992,5.978448349553232,-1.368302481687917,-130.6719206854766,-7.903569808295766,7.063538498111808,25.857485379043396,-17.864289814543866,23.8,-19.3,4.8,FT,FT|FT,.863,14,153.730,1771.746,171025_005158
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,605131,L,R,1,1,0,CBX,T,20,0,1,0,18,X,"In play, no out",122,120.88,204.24,89.7,82.7,3.301,1.504,7.896001581270575,9.03631915429764,-0.12698840127543393,1.2593040589313609,0.8608371152184735,50.00000000000006,5.8988554185062485,-5.18136797157216,-130.18786972755677,-8.704994895988158,13.583818863273743,26.721354651757643,-16.628494098352647,23.8,-34.4,5.2,FT,FT|FT|FT,.914,13,138.854,2300.540,171025_005225
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,477132,L,L,0,0,0,B,F,2,1,2,1,19,B,"Ball",126,136.61,146.52,90.2,82.3,3.549,1.627,5.623242333666698,10.552421363293204,-0.5406855960039063,3.4587339187900623,0.6753374200555191,50.00000000000005,6.286151750835372,-5.035056604705283,-130.9045589630026,-4.639733827066495,9.776124123611925,27.137623459092854,-13.828443844612742,23.8,-30.7,4.0,FT,FT,.808,1,151.949,2303.858,171025_005301
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,477132,L,L,1,0,0,BF,F,2,1,2,1,19,F,"Foul",127,113.94,190.29,89.0,81.9,3.549,1.627,7.696492862364428,9.903646264081324,0.04531815254482837,1.7912763620063523,0.58055242675584,50.00000000000005,6.014754497988157,-3.914941547877515,-129.09141810487372,-7.743086171375101,13.005661336471595,26.521839009213597,-15.438702781382931,23.8,-35.8,5.0,FT,FT|FT,.913,8,142.149,2381.953,171025_005323
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,477132,L,L,1,1,0,BFX,T,2,1,2,1,19,X,"In play, out(s)",128,110.03,192.87,80.7,75.4,3.549,1.627,0.5606896604925129,5.931139915624241,0.18290905319403936,1.7003470253440516,0.7820954135736558,49.99999999999996,6.05153418102783,-1.5655156491743467,-117.41823647054186,-5.025157924664644,0.7916900923836449,19.859238987657488,-23.79931822233401,23.9,-1.3,7.0,CH,FT|FT|CH,.863,8,174.601,1039.362,171025_005348
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,621035,L,R,0,0,1,S,F,2,2,0,2,20,S,"Missed Bunt",133,156.23,154.66,86.8,79.3,3.411,1.565,-2.6737941709278017,7.859195364972701,-1.0290939107449535,3.1156049117671243,0.5327431724106848,49.99999999999996,6.344056140697936,-3.023672982331117,-125.9923258977893,-4.120522693464302,-4.308210008533821,25.022895986603842,-19.51074616070079,23.8,13.5,5.3,FC,FC,.910,11,198.787,1540.231,171025_005446
LAN201710240,2017,F,F,T,W,World Series,526511,lan,NL,hou,AL,T,3,1,22,Dodger Stadium,"Los Angeles, CA",572971,621035,L,R,0,1,1,SB,F,2,2,0,2,20,B,"Ball",134,170.63,157.89,87.2,79.8,3.411,1.565,-1.3196933066452647,7.712566731607248,-1.3963849987222332,2.984451175273654,0.4843674564477987,49.99999999999994,6.345811391552367,-4.275132397584039,-126.54038102511437,-4.482587805558959,-2.1458615511986547,25.135249850301694,-19.63317991136535,23.8,8.2,5.2,FC,FC|FC,.870,11,189.708,1458.698,171025_005518
