499,1901,-0.07,4
499,1901,0.02,3
689,1901,2.71,542
713,1901,-0.29,40
713,1901,-0.55,252
803,1901,-0.47,157
842,1901,3.58,558
861,1901,1.59,539
869,1901,3.89,580
1007,1901,-0.8,308
1035,1901,-0.28,76
1040,1901,-0.12,107
1088,1901,0.07,7
1344,1901,0.12,43
1455,1901,-0.69,191
1506,1901,0.01,44
1520,1901,3.46,516
1553,1901,-0.09,13
1576,1901,1.98,566
1612,1901,0.05,6
1627,1901,0.42,295
1704,1901,1.01,306
1774,1901,-0.2,14
1779,1901,-0.12,26
1874,1901,-0.65,82
1921,1901,-0.67,72
1983,1901,7.14,601
1984,1901,-0.78,233
1984,1901,0.3,148
1984,1901,-0.07,51
2019,1901,0.05,0
2107,1901,-0.04,3
2187,1901,1.43,118
2321,1901,-0.08,55
2337,1901,-0.1,8
2341,1901,-0.45,126
2345,1901,0.16,28
2361,1901,-0.03,2
2391,1901,-0.11,10
2395,1901,2.25,540
2467,1901,-0.13,4
2499,1901,1.45,241
2555,1901,0.09,116
2564,1901,0.96,236
2568,1901,0.42,79
2568,1901,0.62,210
2657,1901,2.26,422
2674,1901,4.96,527
2757,1901,1.1,480
2868,1901,6.68,564
2933,1901,-0.05,18
2950,1901,0.46,102
2950,1901,-0.89,121
2963,1901,1.87,503
3001,1901,0.24,240
3053,1901,0.19,115
3113,1901,1.66,506
3205,1901,4.8,515
3228,1901,0.03,268
3243,1901,-0.02,102
3246,1901,0.02,12
3247,1901,-0.85,200
3257,1901,0.07,85
3270,1901,0.08,5
3274,1901,3.61,424
3276,1901,-0.3,483
3345,1901,0.03,1
3355,1901,-0.03,49
3399,1901,3.64,511
3434,1901,3.86,520
3545,1901,4.86,491
3549,1901,2.77,496
3568,1901,-0.65,91
3568,1901,3.06,335
3650,1901,-0.11,5
3677,1901,6.58,542
3679,1901,-0.36,63
3714,1901,2.32,577
3736,1901,-0.1,22
3795,1901,0.53,460
3853,1901,0.62,281
3865,1901,0.03,147
3891,1901,0.69,435
3907,1901,0.35,29
3907,1901,0.01,26
3912,1901,-0.21,171
3912,1901,-0.21,253
3915,1901,-0.43,37
3915,1901,0.38,338
3925,1901,0.0,0
3925,1901,0.72,107
3928,1901,-1.08,113
3937,1901,4.26,476
3951,1901,-0.26,135
3957,1901,-0.35,71
3992,1901,1.23,173
4004,1901,0.99,594
4008,1901,0.1,19
4008,1901,-0.39,99
4112,1901,1.3,285
4122,1901,-0.52,115
4148,1901,2.45,559
4162,1901,0.09,1
4162,1901,-1.26,362
4172,1901,0.0,0
4223,1901,-0.08,12
4223,1901,0.01,18
4238,1901,-0.61,87
4340,1901,3.82,432
4389,1901,0.29,240
4389,1901,-0.67,171
4514,1901,-0.44,115
4593,1901,1.23,284
4598,1901,2.0,555
4634,1901,-0.02,1
4647,1901,-0.02,1
4753,1901,-0.03,2
4753,1901,-0.02,1
4835,1901,6.63,540
4918,1901,-0.08,4
4918,1901,0.55,80
4947,1901,1.61,392
4947,1901,0.16,35
4961,1901,0.17,72
4969,1901,-0.94,159
5012,1901,-0.52,139
5031,1901,4.82,490
5079,1901,0.88,376
5092,1901,0.43,48
5138,1901,0.95,561
5198,1901,-0.1,4
5221,1901,-1.0,93
5226,1901,-0.77,61
5235,1901,-0.84,526
5309,1901,-0.96,93
5328,1901,-0.66,197
5340,1901,-0.79,199
5361,1901,-0.53,211
5361,1901,-0.15,39
5371,1901,-0.15,101
5404,1901,0.0,3
5459,1901,0.67,492
5563,1901,0.05,1
5566,1901,2.04,547
5593,1901,0.2,11
5744,1901,2.74,347
5827,1901,3.86,537
5891,1901,1.46,89
5948,1901,-0.31,26
5987,1901,0.13,15
6041,1901,-0.1,18
6081,1901,-0.3,141
6138,1901,-0.19,19
6138,1901,-1.32,445
6139,1901,-0.47,549
6141,1901,-0.04,4
6155,1901,2.42,348
6278,1901,0.24,535
6293,1901,0.03,116
6358,1901,-0.12,64
6362,1901,0.37,206
6381,1901,3.77,473
6391,1901,5.54,558
6401,1901,0.24,40
6401,1901,1.25,170
6455,1901,0.38,73
6460,1901,-0.63,211
6504,1901,0.05,5
6540,1901,4.46,502
6543,1901,-0.25,15
6561,1901,0.08,5
6589,1901,0.25,545
6712,1901,0.01,2
6723,1901,0.03,43
6731,1901,-0.43,37
6736,1901,1.1,406
6764,1901,-0.05,7
6833,1901,-0.25,13
6886,1901,-0.22,44
6900,1901,0.01,22
6913,1901,-0.1,4
6920,1901,0.26,221
6981,1901,2.03,537
7118,1901,-0.13,188
7134,1901,4.21,527
7191,1901,-0.14,91
7203,1901,-1.12,118
7271,1901,-0.26,21
7284,1901,-0.16,94
7335,1901,0.11,260
7335,1901,-0.39,242
7339,1901,1.8,556
7344,1901,0.38,120
7362,1901,-0.49,364
7481,1901,1.21,302
7655,1901,-0.46,41
7661,1901,-0.01,27
7663,1901,0.33,52
7675,1901,3.71,521
7695,1901,-0.18,91
