2881,Georgia
74,Alabama
5749,Notre Dame
1603,Clemson
9031,Wisconsin
6114,Penn St
4719,Miami FL
5886,Oklahoma
1380,UCF
5850,Ohio St
7878,TCU
8551,Washington
8251,USC
402,Auburn
4757,Michigan St
5912,Oklahoma St
8459,Virginia Tech
3540,Iowa
4741,Michigan
4936,Mississippi St
8588,Washington St
3554,Iowa St
4636,Memphis
5511,NC State
7582,Stanford
5704,Northwestern
7978,Toledo
771,Boise St
4206,LSU
7278,South Florida
783,Boston College
8716,West Virginia
7242,South Carolina
294,Arizona
7002,San Diego St
8508,Wake Forest
2911,Georgia Tech
304,Arizona St
7840,Texas
3347,Houston
7848,Texas A&amp;M
7358,SMU
4224,Louisville
5253,Navy
2666,Florida St
5961,Oregon
2638,FL Atlantic
8315,Utah
7729,Syracuse
5634,N Illinois
8432,Virginia
356,Army
3781,Kentucky
6393,Purdue
3731,Kansas St
7918,Texas Tech
2776,Fresno St
8068,Troy
1098,California
8141,UCLA
5279,Nebraska
5825,Ohio
9162,Wyoming
4436,Marshall
333,Arkansas St
4474,Maryland
6236,Pittsburgh
1715,Colorado
2625,Florida
4948,Missouri
4858,Minnesota
2265,Duke
7801,Tennessee
3484,Indiana
2652,Florida Intl
4920,Mississippi
5584,North Texas
1753,Colorado St
8767,W Michigan
8367,Vanderbilt
6696,Rutgers
316,Arkansas
66,Akron
1404,C Michigan
7788,Temple
8325,Utah St
55,Air Force
7900,UT San Antonio
2353,E Michigan
7365,Southern Miss
8092,Tulane
275,Appalachian St
87,UAB
1529,Cincinnati
4218,Louisiana Tech
2907,Georgia St
5323,UNLV
4785,MTSU
5492,North Carolina
979,Buffalo
8761,WKU
8099,Tulsa
4725,Miami OH
5387,New Mexico St
3425,Illinois
557,Baylor
4200,ULM
5371,New Mexico
1872,Connecticut
4194,ULL
2292,East Carolina
7237,South Alabama
5970,Oregon St
891,BYU
3415,Idaho
821,Bowling Green
4548,Massachusetts
5316,Nevada
5925,Old Dominion
3197,Hawaii
3771,Kent
501,Ball St
3717,Kansas
8156,Charlotte
6535,Rice
7911,Texas St
1637,Coastal Car
2899,Ga Southern
7024,San Jose St
7933,UTEP
10423,Atlantic Coast
10678,Big 10
14028,Southeastern
107818,Pac 12
10686,Big 12
200137,American Athletic
9224,FBS Indep
12734,Mountain West
12526,Mid-American
11312,Conference USA
14238,Sun Belt
