74,Alabama
1603,Clemson
5886,Oklahoma
4741,Michigan
8251,USC
2881,Georgia
8551,Washington
6114,Penn St
5850,Ohio St
7878,TCU
9031,Wisconsin
8459,Virginia Tech
5749,Notre Dame
5912,Oklahoma St
4719,Miami FL
4936,Mississippi St
4224,Louisville
7278,South Florida
8588,Washington St
7002,San Diego St
2265,Duke
2625,Florida
402,Auburn
7582,Stanford
4858,Minnesota
8508,Wake Forest
7918,Texas Tech
1380,UCF
3540,Iowa
4206,LSU
8315,Utah
5511,NC State
5961,Oregon
3781,Kentucky
1098,California
5253,Navy
1715,Colorado
8716,West Virginia
2911,Georgia Tech
3347,Houston
7801,Tennessee
4636,Memphis
3484,Indiana
8367,Vanderbilt
2666,Florida St
3731,Kansas St
7242,South Carolina
7848,Texas A&amp;M
4757,Michigan St
8141,UCLA
7840,Texas
7358,SMU
4474,Maryland
6393,Purdue
5704,Northwestern
304,Arizona St
7900,UT San Antonio
8432,Virginia
7978,Toledo
4920,Mississippi
771,Boise St
3554,Iowa St
1753,Colorado St
5492,North Carolina
275,Appalachian St
8767,W Michigan
55,Air Force
5279,Nebraska
316,Arkansas
3425,Illinois
294,Arizona
7365,Southern Miss
5634,N Illinois
8068,Troy
8092,Tulane
4218,Louisiana Tech
5825,Ohio
8761,WKU
1529,Cincinnati
783,Boston College
6236,Pittsburgh
7729,Syracuse
356,Army
4436,Marshall
7788,Temple
8325,Utah St
557,Baylor
891,BYU
8099,Tulsa
4785,MTSU
4725,Miami OH
2353,E Michigan
9162,Wyoming
5371,New Mexico
333,Arkansas St
2776,Fresno St
5387,New Mexico St
5925,Old Dominion
979,Buffalo
2652,Florida Intl
501,Ball St
6696,Rutgers
5584,North Texas
5323,UNLV
3415,Idaho
5970,Oregon St
4948,Missouri
2638,FL Atlantic
3197,Hawaii
4200,ULM
1404,C Michigan
1872,Connecticut
66,Akron
2292,East Carolina
2907,Georgia St
87,UAB
7237,South Alabama
3771,Kent
4194,ULL
2899,Ga Southern
5316,Nevada
3717,Kansas
1637,Coastal Car
6535,Rice
4548,Massachusetts
7911,Texas St
7024,San Jose St
821,Bowling Green
7933,UTEP
8156,Charlotte
14028,Southeastern
107818,Pac 12
10423,Atlantic Coast
10678,Big 10
10686,Big 12
200137,American Athletic
9224,FBS Indep
12734,Mountain West
12526,Mid-American
11312,Conference USA
14238,Sun Belt
