58,south-florida-bulls
2116,ucf-knights
151,east-carolina-pirates
2132,cincinnati-bearcats
218,temple-owls
41,connecticut-huskies
2426,navy-midshipmen
2567,smu-mustangs
248,houston-cougars
235,memphis-tigers
2655,tulane-green-wave
202,tulsa-golden-hurricane
228,clemson-tigers
152,nc-state-wolfpack
52,florida-state-seminoles
97,louisville-cardinals
154,wake-forest-demon-deacons
183,syracuse-orange
103,boston-college-eagles
59,georgia-tech-yellow-jackets
2390,miami-hurricanes
150,duke-blue-devils
258,virginia-cavaliers
259,virginia-tech-hokies
221,pittsburgh-panthers
153,north-carolina-tar-heels
201,oklahoma-sooners
2628,tcu-horned-frogs
2306,kansas-state-wildcats
277,west-virginia-mountaineers
251,texas-longhorns
197,oklahoma-state-cowboys
2641,texas-tech-red-raiders
66,iowa-state-cyclones
2305,kansas-jayhawks
239,baylor-bears
213,penn-state-nittany-lions
194,ohio-state-buckeyes
130,michigan-wolverines
120,maryland-terrapins
127,michigan-state-spartans
84,indiana-hoosiers
164,rutgers-scarlet-knights
158,nebraska-cornhuskers
275,wisconsin-badgers
135,minnesota-golden-gophers
356,illinois-fighting-illini
77,northwestern-wildcats
2509,purdue-boilermakers
2294,iowa-hawkeyes
2229,florida-intl-golden-panthers
2226,florida-atlantic-owls
276,marshall-thundering-herd
295,old-dominion-monarchs
98,western-kentucky-hilltoppers
2393,middle-tennessee-blue-raiders
2429,charlotte-49ers
249,north-texas-mean-green
2348,louisiana-tech-bulldogs
242,rice-owls
2636,ut-san-antonio-roadrunners
2572,southern-mississippi-golden-eagles
5,uab-blazers
2638,utep-miners
87,notre-dame-fighting-irish
349,army-black-knights
252,byu-cougars
113,umass-minutemen
195,ohio-bobcats
2084,buffalo-bulls
2006,akron-zips
193,miami-oh-redhawks
2309,kent-state-golden-flashes
189,bowling-green-falcons
2711,western-michigan-broncos
2649,toledo-rockets
2459,northern-illinois-huskies
2199,eastern-michigan-eagles
2050,ball-state-cardinals
2117,central-michigan-chippewas
36,colorado-state-rams
328,utah-state-aggies
2751,wyoming-cowboys
68,boise-state-broncos
167,new-mexico-lobos
2005,air-force-falcons
21,san-diego-state-aztecs
278,fresno-state-bulldogs
2439,unlv-rebels
2440,nevada-wolf-pack
62,hawaii-rainbow-warriors
23,san-jose-state-spartans
264,washington-huskies
265,washington-state-cougars
24,stanford-cardinal
2483,oregon-ducks
25,california-golden-bears
204,oregon-state-beavers
254,utah-utes
30,usc-trojans
9,arizona-state-sun-devils
26,ucla-bruins
12,arizona-wildcats
38,colorado-buffaloes
57,florida-gators
61,georgia-bulldogs
96,kentucky-wildcats
2579,south-carolina-gamecocks
2633,tennessee-volunteers
238,vanderbilt-commodores
142,missouri-tigers
333,alabama-crimson-tide
2,auburn-tigers
245,texas-am-aggies
344,mississippi-state-bulldogs
99,lsu-tigers
8,arkansas-razorbacks
145,ole-miss-rebels
2433,louisiana-monroe-warhawks
2653,troy-trojans
2026,appalachian-state-mountaineers
70,idaho-vandals
2032,arkansas-state-red-wolves
2247,georgia-state-panthers
290,georgia-southern-eagles
166,new-mexico-state-aggies
324,coastal-carolina-chanticleers
309,louisiana-ragin-cajuns
6,south-alabama-jaguars
326,texas-state-bobcats
