8415,Villanova
5492,North Carolina
4757,Michigan St
2265,Duke
6393,Purdue
8432,Virginia
3717,Kansas
8716,West Virginia
9170,Xavier
7848,Texas A&amp;M
304,Arizona St
2954,Gonzaga
8898,Wichita St
7878,TCU
316,Arkansas
4719,Miami FL
5886,Oklahoma
1529,Cincinnati
2666,Florida St
7801,Tennessee
7099,Seton Hall
7918,Texas Tech
3781,Kentucky
294,Arizona
5316,Nevada
1950,Creighton
1603,Clemson
4948,Missouri
4741,Michigan
557,Baylor
2625,Florida
7729,Syracuse
402,Auburn
5850,Ohio St
4224,Louisville
7840,Texas
8459,Virginia Tech
7358,SMU
771,Boise St
4858,Minnesota
4474,Maryland
6516,Rhode Island
6797,St John's
5749,Notre Dame
1004,Butler
5961,Oregon
74,Alabama
5912,Oklahoma St
8251,USC
7242,South Carolina
3347,Houston
3554,Iowa St
5323,UNLV
4785,MTSU
7788,Temple
6853,St Mary's CA
6114,Penn St
3731,Kansas St
891,BYU
5641,Northern Iowa
8315,Utah
4425,Marquette
5704,Northwestern
6763,St Bonaventure
4936,Mississippi St
8000,Towson
5925,Old Dominion
8141,UCLA
6358,Providence
7002,San Diego St
5511,NC State
8761,WKU
7872,UT Arlington
1380,UCF
2776,Fresno St
9031,Wisconsin
783,Boston College
7262,South Dakota
6696,Rutgers
5279,Nebraska
5387,New Mexico St
2881,Georgia
8443,VA Commonwealth
8393,Vermont
8508,Wake Forest
4254,Loyola-Chicago
4970,Missouri St
8161,UNC Greensboro
2899,Ga Southern
8551,Washington
3484,Indiana
4194,ULL
4206,LSU
589,Belmont
3425,Illinois
8127,Santa Barbara
2069,Davidson
1715,Colorado
1872,Connecticut
979,Buffalo
5646,N Kentucky
8241,San Diego
8361,Valparaiso
9162,Wyoming
5228,Murray St
6302,Portland St
7268,S Dakota St
2868,Georgetown
2085,Dayton
7600,SF Austin
830,Bradley
8099,Tulsa
2800,Furman
3606,Jacksonville St
501,Ball St
4218,Louisiana Tech
3869,La Salle
8367,Vanderbilt
3540,Iowa
2065,Lipscomb
4920,Mississippi
2993,Grand Canyon
8092,Tulane
6103,Penn
2517,Evansville
2321,ETSU
8200,UC Davis
3288,Hofstra
123,Albany NY
964,Bucknell
3449,Illinois St
3533,Iona
87,UAB
5783,Oakland
1404,C Michigan
2649,FL Gulf Coast
8332,Utah Valley
4548,Massachusetts
3415,Idaho
5970,Oregon St
5603,Northeastern
2911,Georgia Tech
4649,Mercer
8588,Washington St
4076,Liberty
4636,Memphis
7582,Stanford
2157,DePaul
3935,Lamar
1685,Col Charleston
6236,Pittsburgh
8767,W Michigan
2353,E Michigan
8325,Utah St
2861,G Washington
2907,Georgia St
8934,William &amp; Mary
7010,San Francisco
5825,Ohio
4436,Marshall
6554,Rider
5545,N Dakota St
7339,S Illinois
8500,Wagner
9156,Wright St
5625,N Colorado
7826,Tennessee Tech
5023,Monmouth NJ
1043,CS Bakersfield
66,Akron
9177,Yale
9064,WI Milwaukee
9025,Winthrop
8153,UNC Asheville
356,Army
2447,Elon
6817,St Joseph's PA
6339,Princeton
5035,Montana
1637,Coastal Car
1753,Colorado St
7900,UT San Antonio
3197,Hawaii
5253,Navy
5371,New Mexico
6841,St Louis
4238,Loy Marymount
7978,Toledo
6588,Robert Morris
8754,W Illinois
3509,Indiana St
6906,St Peter's
9126,Wofford
8636,Weber St
5584,North Texas
7084,Seattle
1098,California
1057,CS Fullerton
8068,Troy
3162,Harvard
6444,Radford
3586,IPFW
275,Appalachian St
2383,E Washington
7399,Southern Utah
4487,UMBC
4159,Long Beach St
6791,St Francis PA
2272,Duquesne
5042,Montana St
2236,Drake
1675,Colgate
7933,UTEP
7642,Stony Brook
4024,Lehigh
2527,Fairfield
6026,Pacific
2638,FL Atlantic
5444,Niagara
700,Binghamton
821,Bowling Green
8122,UC Irvine
2246,Drexel
4725,Miami OH
2855,George Mason
7906,TX Southern
3771,Kent
451,Austin Peay
7822,Tennessee St
7300,SE Missouri St
1351,Cent Arkansas
5634,N Illinois
6317,Prairie View
5366,NJIT
4200,ULM
7809,Chattanooga
2682,Fordham
1910,Cornell
4360,Manhattan
5955,Oral Roberts
1201,Canisius
18,Abilene Chr
7237,South Alabama
7365,Southern Miss
7911,Texas St
6547,Richmond
5558,North Florida
7938,UTRGV
5455,Nicholls St
1186,Campbell
8165,UNC Wilmington
933,Brown
7163,Siena
6981,Sam Houston St
1372,Central Conn
796,Boston Univ
4961,Missouri KC
7314,SE Louisiana
2108,Delaware
5538,North Dakota
2341,E Illinois
5500,NC A&amp;T
8742,W Carolina
5394,New Orleans
3611,James Madison
3354,Houston Bap
7034,Santa Clara
2292,East Carolina
5105,Morehead St
3473,Incarnate Word
5114,Morgan St
4540,MA Lowell
5300,NE Omaha
3244,High Point
1766,Columbia
2147,Denver
2825,Gardner Webb
1032,Cal Poly
7813,TN Martin
7278,South Florida
6296,Portland
2652,Florida Intl
5505,NC Central
2988,Grambling
333,Arkansas St
3437,IL Chicago
6161,Pepperdine
6987,Samford
7856,TAM C. Christi
5342,New Hampshire
3304,Holy Cross
8207,UC Riverside
2176,Detroit
8156,Charlotte
9055,WI Green Bay
55,Air Force
3500,IUPUI
7199,Edwardsville
227,American Univ
2346,E Kentucky
7613,Stetson
2536,F Dickinson
3766,Kennesaw
1612,Cleveland St
5187,Mt St Mary's
6535,Rice
4164,Long Island
3112,Hampton
6326,Presbyterian
6718,Sacred Heart
8450,VMI
3150,Hartford
1457,Charleston So
7392,Southern Univ
1067,CS Sacramento
3421,Idaho St
7024,San Jose St
691,Bethune-Cookman
4245,Loyola MD
4417,Marist
3888,Lafayette
6434,Quinnipiac
7058,Savannah St
1545,Citadel
325,Ark Little Rock
5724,Northwestern LA
2052,Dartmouth
157,Alcorn St
5620,Northern Arizona
7509,St Francis NY
4613,McNeese St
7254,SC Upstate
4494,MD E Shore
3592,Jackson St
3599,Jacksonville
4319,Maine
9217,Youngstown St
3359,Howard
7250,S Carolina St
950,Bryant
1062,CS Northridge
5475,Norfolk St
2633,Florida A&amp;M
1900,Coppin St
103,Alabama St
1501,Chicago St
4942,MS Valley St
4170,Longwood
343,Ark Pine Bluff
82,Alabama A&amp;M
2118,Delaware St
10686,Big 12
10423,Atlantic Coast
10636,Big East
14028,Southeastern
10678,Big 10
107818,Pac 12
200137,American Athletic
12684,Missouri Val
12734,Mountain West
10447,Atlantic 10
14553,West Coast
12526,Mid-American
11312,Conference USA
11246,Colonial
74834,Summit Lg
14576,Western Athletic
14238,Sun Belt
14064,Southern
13193,OH Valley
10695,Big West
10668,Big Sky
12206,Ivy League
12475,Metro Atlantic
10344,America East
3339,Horizon
13333,Patriot League
10672,Big South
10443,Atlantic Sun
14112,Southland
13046,Northeast
14163,Southwestern AC
12545,Mid-Eastern AC
