3717,Kansas
8898,Wichita St
2265,Duke
8415,Villanova
5492,North Carolina
6393,Purdue
294,Arizona
2625,Florida
9170,Xavier
2954,Gonzaga
3781,Kentucky
8432,Virginia
1529,Cincinnati
8716,West Virginia
4757,Michigan St
5749,Notre Dame
557,Baylor
4719,Miami FL
4224,Louisville
7848,Texas A&amp;M
6853,St Mary's CA
316,Arkansas
5961,Oregon
4858,Minnesota
7099,Seton Hall
7918,Texas Tech
7358,SMU
4474,Maryland
2666,Florida St
9031,Wisconsin
1950,Creighton
7878,TCU
74,Alabama
5912,Oklahoma St
8251,USC
5886,Oklahoma
3731,Kansas St
7242,South Carolina
8141,UCLA
5316,Nevada
6358,Providence
4741,Michigan
6516,Rhode Island
7840,Texas
1004,Butler
8459,Virginia Tech
4425,Marquette
8315,Utah
7729,Syracuse
4920,Mississippi
7801,Tennessee
7788,Temple
1603,Clemson
2069,Davidson
5850,Ohio St
8367,Vanderbilt
402,Auburn
3554,Iowa St
304,Arizona St
6797,St John's
6114,Penn St
3540,Iowa
4948,Missouri
8393,Vermont
2868,Georgetown
3425,Illinois
2881,Georgia
8443,VA Commonwealth
5704,Northwestern
4785,MTSU
1380,UCF
7872,UT Arlington
2649,FL Gulf Coast
3449,Illinois St
891,BYU
8361,Valparaiso
1715,Colorado
1872,Connecticut
4936,Mississippi St
3347,Houston
771,Boise St
7002,San Diego St
589,Belmont
2776,Fresno St
964,Bucknell
1685,Col Charleston
2911,Georgia Tech
4206,LSU
5511,NC State
7582,Stanford
5925,Old Dominion
5783,Oakland
2085,Dayton
3484,Indiana
4254,Loyola-Chicago
5387,New Mexico St
783,Boston College
5641,Northern Iowa
9162,Wyoming
2907,Georgia St
5023,Monmouth NJ
8000,Towson
7339,S Illinois
2899,Ga Southern
7978,Toledo
123,Albany NY
5646,N Kentucky
5279,Nebraska
7262,South Dakota
8508,Wake Forest
1098,California
6696,Rutgers
4194,ULL
6339,Princeton
4649,Mercer
6763,St Bonaventure
66,Akron
2993,Grand Canyon
5323,UNLV
87,UAB
979,Buffalo
5371,New Mexico
4970,Missouri St
4218,Louisiana Tech
8165,UNC Wilmington
7268,S Dakota St
3606,Jacksonville St
