albany-ny,,iona,W 69-67,@,boston-u,W 88-74,,yale,W 80-72,,suny-oneonta,W 102-77,@,dartmouth,,@,holy-cross,,@,monmouth,,,colgate,,,columbia,,,bryant,,@,siena,,@,memphis,,,canisius,,@,louisville,,,kent-st,,,hartford,,@,new-hampshire,,,stony-brook,,@,maine,,@,binghamton,,,umass-lowell,,,umbc,,@,vermont,,@,stony-brook,,,new-hampshire,,,vermont,,@,hartford,,@,umass-lowell,,@,umbc,,,maine,,,binghamton,
mass-lowell,@,massachusetts,L 74-69,,mass-boston,W 102-63,,marist,W 76-73,,cornell,W 98-78,,long-island,,,loyola-maryland,,,sacred-heart,,@,njit,,@,wagner,,@,brown,,,boston-u,,,central-conn-st,,@,wisconsin,,,vermont,,@,hartford,,,umbc,,,new-hampshire,,@,albany-ny,,@,binghamton,,,stony-brook,,,hartford,,@,maine,,@,stony-brook,,@,vermont,,,albany-ny,,,binghamton,,,maine,,@,umbc,,@,new-hampshire,
vermont,@,kentucky,L 73-69,,bradley,W 65-64,,coastal-caro,W 80-67,,northern-ky,W 66-64,,maine-fort-kent,,@,yale,,@,richmond,,@,bucknell,,@,marquette,,@,northeastern,,,siena,,vs.,st-bonaventure,,,quinnipiac,,@,harvard,,@,umass-lowell,,,umbc,,@,dartmouth,,,stony-brook,,,maine,,@,new-hampshire,,@,hartford,,,albany-ny,,@,binghamton,,@,umbc,,@,albany-ny,,,umass-lowell,,,new-hampshire,,,hartford,,,binghamton,,@,stony-brook,,@,maine,
hartford,,central-conn-st,W 85-84,,gordon,W 80-63,@,rider,L 89-53,@,long-island,L 86-84,,miami-oh,W 68-58,,bryant,,,wagner,,@,long-island,,,boston-college,,,quinnipiac,,,sacred-heart,,@,portland,,@,fiu,,@,rutgers,,@,albany-ny,,,stony-brook,,,umass-lowell,,,binghamton,,@,umbc,,@,maine,,,vermont,,@,umass-lowell,,@,new-hampshire,,@,stony-brook,,,albany-ny,,,maine,,@,vermont,,,new-hampshire,,@,binghamton,,,umbc,
new-hampshire,,wheelock,W 95-39,@,texas,L 78-60,@,florida,L 70-63,,american,,vs.,furman,,vs.,utah-st,,,boston-u,,,bryant,,,niagara,,@,holy-cross,,,lyndon-st,,@,george-washington,,@,fairfield,,,dartmouth,,@,umbc,,,albany-ny,,,binghamton,,@,umass-lowell,,,vermont,,,stony-brook,,@,maine,,@,binghamton,,,hartford,,@,albany-ny,,,maine,,,umbc,,@,vermont,,@,stony-brook,,@,hartford,,,umass-lowell,
umbc,@,smu,L 78-67,@,arizona,L 103-78,,central-penn,W 93-62,@,colgate,L 93-88,,chicago-st,,,tba,,,shenandoah,,vs.,army,,vs.,tba,,@,delaware-st,,@,towson,,,coppin-st,,,northern-ky,,@,maryland,,,centenary-nj,,,new-hampshire,,@,vermont,,@,maine,,@,umass-lowell,,,hartford,,@,albany-ny,,,binghamton,,,maine,,@,stony-brook,,,vermont,,@,binghamton,,@,new-hampshire,,,albany-ny,,,stony-brook,,,umass-lowell,,@,hartford,
binghamton,,morgan-st,W 76-59,@,cornell,L 94-84,@,george-mason,L 69-57,@,evansville,L 66-61,vs.,montana-st,,vs.,tba,,,hartwick,,@,delaware-st,,,colgate,,,army,,@,loyola-maryland,,@,sacred-heart,,@,penn-st,,,long-island,,,elmira,,,maine,,@,new-hampshire,,@,hartford,,,albany-ny,,@,stony-brook,,,umass-lowell,,@,umbc,,,new-hampshire,,,vermont,,@,maine,,,umbc,,,stony-brook,,@,umass-lowell,,@,vermont,,,hartford,,@,albany-ny,
maine,@,boston-college,L 85-65,@,texas-tech,L 83-44,@,south-ala,L 68-46,,sacred-heart,L 69-68,,boston-u,,@,quinnipiac,,@,georgetown,,@,fordham,,,me-presque-isle,,,dartmouth,,,maine-machias,,@,saint-josephs,,@,central-conn-st,,@,massachusetts,,@,columbia,,@,stony-brook,,@,binghamton,,,umbc,,,albany-ny,,@,vermont,,,hartford,,,new-hampshire,,@,umbc,,,umass-lowell,,,binghamton,,@,new-hampshire,,,stony-brook,,@,hartford,,@,umass-lowell,,@,albany-ny,,,vermont,
stony-brook,,maryland,L 76-61,@,uconn,L 72-64,@,ball-st,L 87-76,@,michigan-st,L 93-71,,brown,,,bucknell,,,shawnee-st,,,st-francis-pa,,@,long-island,,@,columbia,,,hofstra,,@,providence,,@,rutgers,,,norfolk-st,,,maine,,@,hartford,,@,albany-ny,,@,vermont,,,binghamton,,@,new-hampshire,,@,umass-lowell,,,albany-ny,,,umbc,,,hartford,,,umass-lowell,,@,maine,,@,binghamton,,,new-hampshire,,@,umbc,,,vermont,
cincinnati,,savannah-st,W 107-77,,western-caro,W 102-51,,coppin-st,W 97-54,,buffalo,W 73-67,vs.,richmond,,vs.,tba,,,alabama-st,,@,xavier,,vs.,florida,,,mississippi-st,,@,ucla,,,ark-pine-bluff,,,cleveland-st,,,memphis,,@,temple,,,smu,,@,south-fla,,@,ucf,,,east-carolina,,,temple,,@,memphis,,,houston,,@,uconn,,,ucf,,@,smu,,@,houston,,,wichita-st,,,uconn,,,tulsa,,@,tulane,,@,wichita-st,
