marist,duke,49,94,2016,11,11
stephen-f-austin,kentucky,64,87,2016,11,11
kansas,indiana,99,103,2016,11,11
lafayette,villanova,48,88,2016,11,11
army,oregon,77,91,2016,11,11
north-carolina,tulane,95,75,2016,11,11
lehigh,xavier,81,84,2016,11,11
virginia,unc-greensboro,76,51,2016,11,11
central-ark,wisconsin,47,79,2016,11,11
arizona,michigan-st,65,63,2016,11,11
evansville,louisville,47,78,2016,11,11
utah-valley,gonzaga,69,92,2016,11,11
mcneese-st,purdue,65,109,2016,11,11
pacific,ucla,80,119,2016,11,11
nevada,st-marys-ca,63,81,2016,11,11
wagner,uconn,67,58,2016,11,11
colgate,syracuse,55,83,2016,11,11
mt-st-marys,west-virginia,59,87,2016,11,11
incarnate-word,texas,73,78,2016,11,11
umkc,creighton,82,89,2016,11,11
dartmouth,rhode-island,61,84,2016,11,11
savannah-st,iowa-st,71,113,2016,11,11
american,maryland,56,62,2016,11,11
sewanee,lipscomb,53,96,2016,11,11
lesley,new-hampshire,60,85,2016,11,11
muskingum,miami-oh,57,84,2016,11,11
siu-edwardsville,hawaii,69,68,2016,11,11
centenary-nj,la-monroe,63,96,2016,11,11
linfield,eastern-wash,47,70,2016,11,11
umass-lowell,massachusetts,76,90,2016,11,11
greensboro,nc-at,50,67,2016,11,11
louisiana-tech,south-carolina,76,85,2016,11,11
vanderbilt,marquette,71,95,2016,11,11
nicholls-st,boston-college,79,73,2016,11,11
goldey-beacom,delaware,56,64,2016,11,11
ga-southern,north-carolina-st,79,81,2016,11,11
sacred-heart,fairfield,63,85,2016,11,11
la-salle,temple,92,97,2016,11,11
coppin-st,hofstra,72,74,2016,11,11
albany-ny,penn-st,87,81,2016,11,11
md-east-shore,george-washington,71,75,2016,11,11
austin-peay,dayton,68,96,2016,11,11
vmi,richmond,69,72,2016,11,11
thomas-ga,georgia-st,69,111,2016,11,11
fairleigh-dickinson,seton-hall,70,91,2016,11,11
florida-mem,fiu,57,76,2016,11,11
ut-martin,ole-miss,83,86,2016,11,11
james-madison,old-dominion,55,62,2016,11,11
indiana-kokomo,central-mich,53,117,2016,11,11
hartford,central-conn-st,60,75,2016,11,11
chattanooga,tennessee,82,69,2016,11,11
columbia,stony-brook,73,66,2016,11,11
georgia,clemson,64,74,2016,11,11
penn,robert-morris,67,50,2016,11,11
western-caro,miami-fl,43,92,2016,11,11
loyola-maryland,duquesne,60,65,2016,11,11
montana-st,washington-st,65,69,2016,11,11
manhattan,bucknell,64,76,2016,11,11
furman,presbyterian,71,73,2016,11,11
st-thomas-mn,tcu,64,82,2016,11,11
boston-u,northeastern,77,87,2016,11,11
fordham,east-tenn-st,59,96,2016,11,11
earlham,northern-ky,56,96,2016,11,11
unc-asheville,vcu,65,80,2016,11,11
drexel,monmouth,65,78,2016,11,11
florida-am,south-fla,73,84,2016,11,11
brown,cincinnati,55,84,2016,11,11
oral-roberts,baylor,61,76,2016,11,11
rider,hampton,67,56,2016,11,11
citadel,col-of-charleston,68,81,2016,11,11
marygrove,western-mich,74,90,2016,11,11
molloy,rutgers,57,86,2016,11,11
eastern-mich,pittsburgh,90,93,2016,11,11
bowling-green,oakland,70,78,2016,11,11
john-jay,long-island,40,78,2016,11,11
adrian,detroit,69,99,2016,11,11
tennessee-st,uc-davis,78,64,2016,11,11
radford,wake-forest,59,80,2016,11,11
houston-baptist,texas-tech,67,93,2016,11,11
fgcu,florida,59,80,2016,11,11
claflin,unc-wilmington,64,110,2016,11,11
cornell,binghamton,62,68,2016,11,11
ky-christian,morehead-st,41,106,2016,11,11
sarah-lawrence,njit,38,100,2016,11,11
schreiner,abilene-christian,59,73,2016,11,11
norfolk-st,mississippi-st,74,78,2016,11,11
morgan-st,houston,52,93,2016,11,11
arkansas-st,north-dakota-st,66,76,2016,11,11
southern-utah,valparaiso,65,79,2016,11,11
baptist-bible-pa,delaware-st,56,103,2016,11,11
campbell,oklahoma-st,65,102,2016,11,11
indiana-st,northern-ill,78,80,2016,11,11
peace,elon,68,101,2016,11,11
la-lafayette,minnesota,74,86,2016,11,11
ipfw,arkansas,83,92,2016,11,11
ark-pine-bluff,uab,66,86,2016,11,11
webber-intl,stetson,62,78,2016,11,11
sul-ross-st,north-texas,77,85,2016,11,11
buffalo,niagara,76,66,2016,11,11
mississippi-val,northwestern,63,94,2016,11,11
wright-st,southern-ill,85,81,2016,11,11
newberry,charlotte,88,101,2016,11,11
ball-st,saint-louis,85,64,2016,11,11
illinois-st,murray-st,70,73,2016,11,11
toccoa-falls,troy,76,135,2016,11,11
gardner-webb,smu,44,72,2016,11,11
tennessee-tech,georgia-tech,55,70,2016,11,11
grambling,east-carolina,57,72,2016,11,11
our-lady-of-the-lake,am-corpus-chris,100,115,2016,11,11
iupui,eastern-ky,87,97,2016,11,11
ill-springfield,bradley,55,70,2016,11,11
howard-payne,lamar,47,90,2016,11,11
jacksonville-st,tulsa,84,73,2016,11,11
lagrange,new-orleans,67,103,2016,11,11
millsaps,southeastern-la,39,85,2016,11,11
alabama-am,missouri-st,62,96,2016,11,11
st-francis-il,eastern-ill,41,83,2016,11,11
alcorn,loyola-il,44,69,2016,11,11
brewton-parker,mercer,53,87,2016,11,11
cairn,liberty,53,81,2016,11,11
antelope-valley,weber-st,65,128,2016,11,11
western-ill,kansas-st,55,82,2016,11,11
maine,virginia-tech,67,80,2016,11,11
northwestern-st,texas-am,44,72,2016,11,11
ohio-st,navy,78,68,2016,11,11
bethune-cookman,st-johns-ny,53,100,2016,11,11
sacramento-st,colorado,53,90,2016,11,11
portland-st,arizona-st,70,88,2016,11,11
howard,michigan,58,76,2016,11,11
southeast-mo-st,illinois,62,81,2016,11,11
coastal-caro,alabama,53,70,2016,11,11
prairie-view,oregon-st,58,78,2016,11,11
kennesaw-st,iowa,74,91,2016,11,11
north-florida,auburn,66,83,2016,11,11
arizona-christian,new-mexico-st,52,100,2016,11,11
south-carolina-st,wichita-st,39,85,2016,11,11
south-dakota,drake,79,74,2016,11,11
northern-ariz,santa-clara,64,67,2016,11,11
vanguard,loyola-marymount,51,99,2016,11,11
texas-st,fla-atlantic,61,57,2016,11,11
utsa,fresno-st,66,69,2016,11,11
idaho-st,new-mexico,70,81,2016,11,11
south-ala,unlv,76,68,2016,11,11
utah-st,uc-irvine,72,56,2016,11,11
uc-riverside,portland,55,71,2016,11,11
south-dakota-st,california,53,82,2016,11,11
cal-poly,pepperdine,68,77,2016,11,11
cal-st-la,long-beach-st,59,95,2016,11,11
western-st,wyoming,49,88,2016,11,11
montana,southern-california,61,75,2016,11,11
harvard,stanford,70,80,2016,11,11
pacific-lutheran,seattle,65,76,2016,11,11
san-diego,san-diego-st,59,69,2016,11,11
ill-chicago,san-francisco,80,82,2016,11,11
milligan,middle-tenn,64,102,2016,11,11
grand-canyon,duke,61,96,2016,11,12
vermont,quinnipiac,94,70,2016,11,12
northland,green-bay,49,84,2016,11,12
charleston-so,florida-st,67,88,2016,11,12
bridgewater-va,william-mary,44,96,2016,11,12
wofford,lsu,69,91,2016,11,12
southern-u,ohio,67,77,2016,11,12
northwest-wa,boise-st,46,85,2016,11,12
letourneau,sam-houston-st,57,104,2016,11,12
ferrum,winthrop,47,66,2016,11,12
central-baptist,ualr,65,97,2016,11,12
st-francis-pa,st-bonaventure,82,92,2016,11,12
neb-omaha,uc-santa-barbara,74,60,2016,11,12
cleveland-st,kent-st,74,79,2016,11,12
iit,chicago-st,89,97,2016,11,12
towson,george-mason,67,61,2016,11,12
northwest-nazarene,utah,37,81,2016,11,12
toledo,saint-josephs,76,77,2016,11,12
averett,high-point,41,74,2016,11,12
northern-colo,butler,52,89,2016,11,12
akron,youngstown-st,82,90,2016,11,12
appalachian-st,davidson,74,86,2016,11,12
trinity-christian,valparaiso,75,89,2016,11,12
alabama-st,western-ky,66,79,2016,11,12
texas-southern,texas-arlington,82,89,2016,11,12
louisiana-col,utep,54,88,2016,11,12
jacksonville,denver,92,84,2016,11,12
uc-davis,santa-clara,63,58,2016,11,12
san-diego-christian,bakersfield,54,96,2016,11,12
corban,idaho,67,90,2016,11,12
northern-ariz,tennessee-st,65,69,2016,11,12
nc-central,marshall,69,81,2016,11,12
coe,uni,37,74,2016,11,12
bryant,notre-dame,64,89,2016,11,12
usc-upstate,georgetown,60,105,2016,11,12
canisius,kentucky,69,93,2016,11,13
chattanooga,north-carolina,57,97,2016,11,13
cal-st-northridge,ucla,87,102,2016,11,13
texas-southern,delaware-st,74,61,2016,11,13
hiwassee,western-caro,47,87,2016,11,13
central-conn-st,seton-hall,58,82,2016,11,13
fla-christian,citadel,84,146,2016,11,13
eastern-mich,smu,64,91,2016,11,13
bucknell,wake-forest,74,94,2016,11,13
cornell,siena,78,89,2016,11,13
rice,james-madison,94,70,2016,11,13
st-francis-ny,north-carolina-st,61,86,2016,11,13
washington-col,navy,47,74,2016,11,13
maine,longwood,80,58,2016,11,13
jacksonville-st,missouri-st,65,91,2016,11,13
kenyon,ipfw,60,117,2016,11,13
niagara,brown,79,88,2016,11,13
northern-ariz,uc-davis,76,89,2016,11,13
hannibal-la-grange,southeast-mo-st,54,86,2016,11,13
indiana-northwest,loyola-il,51,100,2016,11,13
utrgv,ut-martin,80,88,2016,11,13
savannah-st,iowa,84,116,2016,11,13
drexel,rutgers,66,87,2016,11,13
umbc,md-east-shore,77,73,2016,11,13
new-mexico-st,colorado-st,61,64,2016,11,13
lipscomb,morehead-st,75,89,2016,11,13
bowling-green,south-dakota,72,78,2016,11,13
utsa,oregon-st,64,72,2016,11,13
bristol,uc-riverside,45,81,2016,11,13
delaware,bradley,63,49,2016,11,13
northwestern-st,oklahoma,61,97,2016,11,13
tennessee-st,santa-clara,69,61,2016,11,13
holy-cross,south-carolina,49,81,2016,11,13
shenandoah,norfolk-st,58,78,2016,11,13
minn-morris,north-dakota-st,62,92,2016,11,13
duquesne,penn-st,74,82,2016,11,13
northern-ky,illinois,64,79,2016,11,13
neb-omaha,southern-california,72,82,2016,11,13
yale,washington,98,90,2016,11,13
robert-morris,depaul,72,78,2016,11,13
portland-st,cal-st-fullerton,100,106,2016,11,13
siu-edwardsville,fla-atlantic,77,68,2016,11,13
alabama-am,missouri,44,99,2016,11,13
long-beach-st,wichita-st,55,92,2016,11,13
mercer,florida,54,76,2016,11,13
sacramento-st,nebraska,61,83,2016,11,13
cal-poly,arizona-st,74,96,2016,11,13
texas-st,hawaii,68,74,2016,11,13
iupui,michigan,65,77,2016,11,13
villanova,purdue,79,76,2016,11,14
buffalo,xavier,53,86,2016,11,14
william-mary,louisville,58,91,2016,11,14
san-diego-st,gonzaga,48,69,2016,11,14
mississippi-val,west-virginia,66,107,2016,11,14
mt-st-marys,iowa-st,55,73,2016,11,14
marist,rhode-island,65,107,2016,11,14
la-monroe,texas,59,80,2016,11,14
albany-ny,cincinnati,51,74,2016,11,14
green-bay,pacific,58,76,2016,11,14
binghamton,st-johns-ny,61,77,2016,11,14
sam-houston-st,ohio,75,96,2016,11,14
unc-wilmington,eastern-ky,78,69,2016,11,14
mars-hill,usc-upstate,66,91,2016,11,14
nyit,fordham,75,101,2016,11,14
brewton-parker,kennesaw-st,74,80,2016,11,14
nicholls-st,ucf,56,80,2016,11,14
col-of-charleston,coastal-caro,71,64,2016,11,14
detroit,east-tenn-st,78,107,2016,11,14
nc-at,east-carolina,51,61,2016,11,14
vermont,providence,58,80,2016,11,14
unc-asheville,georgia,46,60,2016,11,14
st-andrews,south-carolina-st,76,93,2016,11,14
new-hampshire,temple,57,52,2016,11,14
old-dominion,richmond,64,61,2016,11,14
edward-waters,north-florida,73,109,2016,11,14
northeastern,uconn,64,61,2016,11,14
columbia,saint-josephs,65,85,2016,11,14
coastal-ga,ga-southern,43,92,2016,11,14
fiu,stetson,67,82,2016,11,14
wagner,umass-lowell,76,87,2016,11,14
massachusetts,ole-miss,88,90,2016,11,14
western-mich,oakland,60,77,2016,11,14
gardner-webb,pittsburgh,80,99,2016,11,14
lafayette,st-peters,61,57,2016,11,14
coppin-st,valparaiso,58,78,2016,11,14
southern-u,georgia-tech,62,77,2016,11,14
millersville,loyola-maryland,66,79,2016,11,14
presbyterian,unc-greensboro,42,61,2016,11,14
charlotte,elon,100,95,2016,11,14
roosevelt,northern-ill,55,99,2016,11,14
texas-arlington,minnesota,67,84,2016,11,14
furman,uab,84,74,2016,11,14
southern-utah,saint-louis,76,88,2016,11,14
central-baptist,arkansas-st,57,100,2016,11,14
american,texas-am,53,76,2016,11,14
eureka,loyola-il,59,97,2016,11,14
oakland-city,austin-peay,67,107,2016,11,14
central-ark,oklahoma-st,90,102,2016,11,14
eastern-ill,troy,67,70,2016,11,14
utrgv,memphis,75,94,2016,11,14
ecclesia,ark-pine-bluff,47,83,2016,11,14
southern-ill,arkansas,65,90,2016,11,14
southeastern-la,tulane,76,93,2016,11,14
njit,utah-st,84,93,2016,11,14
blue-mountain,south-ala,35,88,2016,11,14
howard,marquette,49,81,2016,11,14
central-mich,tennessee-tech,86,74,2016,11,14
alabama-st,tcu,62,98,2016,11,14
la-lafayette,montana-st,83,84,2016,11,14
wyoming,montana,73,72,2016,11,14
georgia-st,auburn,65,83,2016,11,14
seattle,colorado,55,67,2016,11,14
jacksonville,air-force,68,86,2016,11,14
nc-central,ohio-st,63,69,2016,11,14
houston-baptist,new-mexico,79,95,2016,11,14
eastern-wash,northwestern,72,86,2016,11,14
alcorn,evansville,59,82,2016,11,14
princeton,byu,73,82,2016,11,14
prairie-view,fresno-st,84,78,2016,11,14
loyola-marymount,nevada,64,79,2016,11,14
south-dakota-st,uc-irvine,58,73,2016,11,14
samford,san-diego,83,65,2016,11,14
siu-edwardsville,texas-st,58,86,2016,11,14
kansas,duke,77,75,2016,11,15
kentucky,michigan-st,69,48,2016,11,15
oregon,baylor,49,66,2016,11,15
long-beach-st,north-carolina,67,93,2016,11,15
st-francis-ny,virginia,32,72,2016,11,15
wisconsin,creighton,67,79,2016,11,15
bakersfield,arizona,66,78,2016,11,15
holy-cross,syracuse,46,90,2016,11,15
dayton,alabama,77,72,2016,11,15
fla-atlantic,hawaii,63,64,2016,11,15
niagara,hartford,78,82,2016,11,15
monmouth,south-carolina,69,70,2016,11,15
maryland,georgetown,76,75,2016,11,15
trinity-fl,florida-am,62,94,2016,11,15
bridgewater-va,campbell,45,101,2016,11,15
siena,george-washington,75,77,2016,11,15
delaware,la-salle,68,74,2016,11,15
fdu-florham,fairleigh-dickinson,48,96,2016,11,15
hofstra,sacred-heart,86,90,2016,11,15
grand-canyon,penn-st,76,85,2016,11,15
appalachian-st,tennessee,94,103,2016,11,15
high-point,virginia-tech,73,99,2016,11,15
indiana-st,ball-st,80,74,2016,11,15
fairfield,dartmouth,79,62,2016,11,15
miami-oh,wright-st,87,89,2016,11,15
truett-mcconnell,citadel,90,119,2016,11,15
allen,wofford,77,117,2016,11,15
towson,morgan-st,78,72,2016,11,15
canisius,cleveland-st,64,67,2016,11,15
iona,florida-st,78,99,2016,11,15
southern-va,vmi,47,78,2016,11,15
mt-st-mary-ny,army,53,91,2016,11,15
salve-regina,bryant,61,88,2016,11,15
md-east-shore,boston-college,57,73,2016,11,15
lebanon-valley,george-mason,65,90,2016,11,15
murray-st,middle-tenn,81,87,2016,11,15
north-texas,texas-tech,43,70,2016,11,15
drake,umkc,62,68,2016,11,15
columbia-international,charleston-so,53,90,2016,11,15
piedmont,lipscomb,70,99,2016,11,15
neb-omaha,kansas-st,68,81,2016,11,15
mayville-st,north-dakota,66,94,2016,11,15
elizabeth-city-st,norfolk-st,55,91,2016,11,15
mckendree,illinois,65,112,2016,11,15
cumberland-tn,ut-martin,64,95,2016,11,15
mary,nebraska,38,70,2016,11,15
louisiana-col,mcneese-st,85,75,2016,11,15
vcu,liberty,64,59,2016,11,15
concordia-or,utah,53,96,2016,11,15
st-edwards,incarnate-word,90,93,2016,11,15
youngstown-st,toledo,98,103,2016,11,15
southern-miss,lsu,61,78,2016,11,15
winthrop,manhattan,94,81,2016,11,15
belmont,vanderbilt,66,80,2016,11,15
johnson-wales-co,air-force,62,105,2016,11,15
central-wash,washington-st,76,81,2016,11,15
portland,san-jose-st,79,66,2016,11,15
cal-st-northridge,stanford,69,96,2016,11,15
weber-st,pepperdine,68,69,2016,11,15
rochester-mi,eastern-mich,63,78,2016,11,15
longwood,stephen-f-austin,60,66,2016,11,15
umass-lowell,indiana,78,100,2016,11,16
prairie-view,st-marys-ca,72,110,2016,11,16
brown,rhode-island,72,79,2016,11,16
