https://n.rivals.com/content/prospects/2018/grant-misch-194744,"Sterling, VA",Grant Misch,Inside linebacker,Virginia
https://n.rivals.com/content/prospects/2018/deshaun-fenwick-184391,"Bradenton, FL",Deshaun Fenwick,Running Back,South Carolina
https://n.rivals.com/content/prospects/2018/jesus-gibbs-186259,"Dumfries, VA",Jesus Gibbs,Offensive guard,South Carolina
https://n.rivals.com/content/prospects/2018/hunter-woodard-181623,"Tuscola, IL",Hunter Woodard,Offensive tackle,Oklahoma State
https://n.rivals.com/content/prospects/2018/greg-eisworth-194714,"Athens, TX",Greg Eisworth,Safety,Iowa State
https://n.rivals.com/content/prospects/2018/deontai-williams-206658,"Ellisville , MS",Deontai Williams,Safety,Nebraska
https://n.rivals.com/content/prospects/2018/keidron-smith-179824,"West Palm Beach, FL",Keidron Smith,Athlete,Mississippi
https://n.rivals.com/content/prospects/2018/nick-patti-14563,"Montvale, NJ",Nick Patti,Pro-style quarterback,Pittsburgh
https://n.rivals.com/content/prospects/2018/kolby-peel-180611,"College Station, TX",Kolby Peel,Safety,Oklahoma State
https://n.rivals.com/content/prospects/2018/jayveon-cardwell-185479,"Cibolo, TX",JayVeon Cardwell,Cornerback,Oklahoma State
https://n.rivals.com/content/prospects/2018/brian-kaiser-183844,"Winnetka, IL",Brian Kaiser,Tight end,Northwestern
https://n.rivals.com/content/prospects/2018/thomas-shelmire-181181,"Dallas, TX",Thomas Shelmire,Offensive tackle,Boston College
https://n.rivals.com/content/prospects/2018/gunnar-watson-16751,"Butler, GA",Gunnar Watson,Pro-style quarterback,Troy
https://n.rivals.com/content/prospects/2018/jaquez-jackson-195421,"Fort Valley, GA",JaQuez  Jackson,Inside linebacker,Georgia Tech
https://n.rivals.com/content/prospects/2018/elijah-jones-191197,"Iowa Falls, IA",Elijah Jones,Cornerback,Kansas
https://n.rivals.com/content/prospects/2018/ja-veon-marlow-184024,"Winter Haven, FL",Ja'veon Marlow,Running Back,Vanderbilt
https://n.rivals.com/content/prospects/2018/elijah-jones-185916,"Bronx, NY",Elijah Jones,Cornerback,Boston College
https://n.rivals.com/content/prospects/2018/elmore-hempstead-192934,"Fort Scott, KS",Elmore Hempstead,Cornerback,Kansas
https://n.rivals.com/content/prospects/2018/kendrick-catis-194474,"Highland, KS",Kendrick Catis,Outside linebacker,Washington State
https://n.rivals.com/content/prospects/2018/dillon-doyle-182885,"Iowa City, IA",Dillon Doyle,Outside linebacker,Iowa
https://n.rivals.com/content/prospects/2018/tyrick-james-176727,"China Spring, TX",Tyrick James,Tight end,Tulane
