3,2013,0,4
3,2012,0,16
3,2011,0,4
3,2010,0,11
3,2009,0,9
4,2016,0,10
4,2015,0,6
19,1992,0,16
19,1991,0,16
19,1990,0,14
19,1989,0,16
19,1988,0,16
19,1987,0,12
19,1986,0,16
19,1985,0,16
19,1984,0,15
20,2007,0,7
20,2006,0,5
20,2005,0,13
20,2004,0,16
20,2003,0,13
20,2002,0,15
20,2001,0,8
20,2000,0,13
20,1999,0,9
24,2007,0,13
24,2006,0,13
24,2005,0,15
24,2003,0,16
24,2002,0,14
24,2001,0,5
25,2012,0,5
30,2016,0,15
30,2015,0,15
30,2014,0,15
30,2013,0,15
30,2012,0,14
30,2011,0,15
30,2010,0,15
32,2016,0,16
32,2015,0,15
32,2014,0,13
33,2003,0,11
33,2002,0,16
33,2001,0,14
33,2000,0,12
33,1999,0,16
33,1998,0,14
34,2016,0,14
34,2015,0,5
34,2014,0,15
34,2013,0,16
34,2012,0,15
34,2011,0,15
34,2010,0,13
40,2011,0,16
40,2010,0,16
40,2009,0,16
40,2008,0,16
40,2007,0,16
40,2006,0,16
40,2005,0,16
40,2004,0,4
40,2004,0,4
40,2004,0,2
40,2003,0,16
40,2002,0,2
40,2002,0,11
40,2001,0,16
41,2010,0,14
41,2009,0,10
41,2008,0,12
41,2007,0,15
41,2006,0,14
41,2005,0,16
46,2016,0,4
52,2008,0,3
52,2007,0,1
52,2006,0,8
52,2005,0,15
52,2004,0,10
52,2003,0,5
52,2002,0,16
52,2001,0,16
52,2000,0,16
54,2016,0,14
54,2015,0,14
54,2014,0,9
54,2013,0,16
54,2012,0,16
57,1988,0,14
57,1987,0,14
57,1986,0,15
57,1985,0,16
57,1984,0,4
57,1983,0,12
57,1982,0,9
65,2013,0,2
65,2012,0,13
65,2011,0,16
65,2010,0,14
65,2009,0,16
65,2008,0,16
65,2007,0,9
65,2007,0,5
69,2016,0,11
69,2015,0,9
69,2014,0,14
69,2013,0,16
69,2012,0,16
69,2011,0,16
69,2010,0,8
70,2016,0,15
70,2015,0,15
70,2014,0,8
70,2013,0,15
70,2011,0,6
70,2010,0,5
70,2009,0,3
70,2008,0,16
70,2007,0,9
70,2006,0,4
71,2006,0,15
72,2005,0,4
72,2004,0,4
72,2003,0,16
72,2002,0,15
72,2001,0,3
72,1995,0,16
72,1994,0,5
72,1993,0,16
72,1992,0,13
73,2013,0,9
74,2006,0,2
74,2006,0,3
74,2005,0,14
76,1999,0,13
76,1999,0,3
76,1998,0,16
76,1997,0,12
76,1996,0,16
76,1995,0,15
76,1994,0,16
76,1993,0,16
76,1992,0,12
76,1991,0,13
76,1990,0,15
76,1989,0,16
76,1988,0,16
76,1987,0,12
86,2006,0,1
86,2005,0,16
86,2004,0,12
93,2001,0,13
93,2000,0,9
93,1999,0,13
93,1998,0,16
93,1997,0,15
93,1996,0,16
93,1995,0,16
94,2012,0,10
94,2011,0,16
96,2008,0,1
96,2008,0,2
96,2007,0,13
96,2006,0,15
96,2005,0,11
96,2004,0,11
99,2016,0,16
99,2015,0,16
99,2014,0,16
99,2013,0,16
99,2012,0,14
103,1998,0,2
103,1997,0,14
103,1996,0,16
109,2014,0,6
109,2013,0,16
109,2012,0,8
109,2011,0,5
109,2010,0,1
109,2010,0,1
110,2009,0,1
112,1994,0,14
112,1993,0,14
112,1991,0,1
116,2016,0,15
116,2015,0,16
116,2014,0,16
116,2013,0,16
116,2012,0,16
116,2011,0,16
116,2010,0,16
116,2009,0,2
120,2016,0,16
120,2015,0,11
120,2014,0,16
120,2013,0,16
120,2012,0,16
120,2011,0,15
121,2016,0,14
121,2015,0,16
121,2014,0,15
121,2013,0,16
121,2012,0,16
121,2011,0,11
122,2014,0,16
122,2013,0,13
122,2012,0,14
122,2010,0,15
122,2009,0,16
122,2008,0,16
126,2010,0,13
126,2009,0,9
126,2009,0,7
126,2008,0,14
126,2007,0,10
126,2007,0,6
126,2006,0,16
126,2005,0,16
126,2004,0,15
126,2003,0,16
126,2002,0,15
126,2001,0,16
127,2010,0,5
127,2009,0,12
127,2008,0,12
127,2007,0,3
128,2001,0,12
128,2000,0,9
128,1999,0,8
128,1998,0,16
128,1997,0,3
128,1996,0,13
128,1995,0,12
128,1994,0,16
128,1993,0,11
128,1992,0,16
128,1991,0,5
131,2015,0,1
131,2014,0,9
134,2004,0,7
141,2009,0,4
141,2009,0,2
141,2008,0,16
141,2007,0,10
144,2005,0,6
144,2004,0,16
145,2002,0,16
145,2001,0,16
145,2000,0,4
145,1999,0,2
151,2016,0,16
152,2005,0,9
152,2004,0,16
152,2003,0,16
152,2002,0,16
152,2001,0,16
152,2000,0,15
152,1999,0,15
152,1998,0,16
152,1997,0,15
153,2016,0,13
153,2015,0,14
155,2012,0,15
155,2011,0,16
155,2010,0,16
155,2009,0,9
155,2008,0,7
155,2007,0,16
155,2006,0,12
155,2005,0,16
161,2011,0,16
161,2010,0,6
161,2009,0,16
161,2008,0,16
161,2007,0,16
161,2006,0,14
161,2005,0,16
161,2004,0,11
161,2003,0,16
161,2002,0,16
164,2002,0,5
164,2002,0,4
164,2001,0,8
166,2013,0,4
166,2010,0,7
166,2009,0,16
166,2008,0,16
166,2007,0,16
170,2005,0,13
173,2001,0,16
173,2000,0,16
173,1999,0,16
173,1998,0,16
173,1997,0,16
173,1996,0,16
173,1995,0,16
173,1994,0,16
178,2016,0,2
178,2016,0,7
178,2015,0,12
178,2014,0,13
180,2005,0,15
180,2004,0,6
185,2015,0,2
185,2014,0,16
185,2013,0,3
191,2008,0,10
191,2007,0,8
191,2006,0,5
191,2006,0,1
191,2005,0,14
191,2004,0,14
193,2016,0,3
193,2016,0,11
193,2015,0,3
193,2014,0,16
193,2013,0,16
193,2012,0,15
193,2010,0,16
204,2016,0,15
212,1992,0,16
212,1991,0,6
212,1990,0,12
212,1989,0,16
212,1988,0,14
212,1987,0,12
218,2013,0,13
218,2012,0,6
220,2016,0,2
220,2016,0,4
220,2015,0,16
220,2014,0,16
220,2013,0,16
220,2012,0,13
220,2011,0,10
220,2010,0,16
221,2016,0,16
221,2015,0,16
221,2014,0,9
222,2010,0,1
222,2010,0,1
222,2009,0,3
222,2009,0,3
222,2008,0,12
222,2007,0,14
229,2010,0,14
229,2009,0,16
229,2008,0,12
229,2007,0,11
229,2007,0,1
229,2006,0,8
233,2006,0,15
233,2005,0,10
233,2004,0,12
236,2014,0,13
236,2013,0,16
236,2012,0,8
236,2011,0,11
236,2010,0,15
236,2009,0,15
242,2016,0,10
242,2015,0,15
245,2016,0,15
245,2015,0,15
245,2014,0,16
245,2013,0,8
249,2008,0,10
249,2007,0,5
249,2006,0,11
249,2005,0,2
249,2004,0,12
249,2003,0,1
253,2002,0,1
253,2002,0,1
253,2001,0,16
253,1999,0,2
253,1998,0,16
256,1996,0,1
256,1994,0,14
256,1993,0,7
256,1992,0,15
263,2012,0,12
263,2011,0,3
266,2011,0,5
274,2010,0,10
274,2009,0,16
274,2008,0,15
274,2007,0,15
274,2006,0,16
274,2005,0,16
274,2004,0,16
274,2003,0,12
274,2002,0,16
274,2001,0,9
