74,Alabama
9031,Wisconsin
1603,Clemson
4719,Miami FL
2881,Georgia
5749,Notre Dame
5886,Oklahoma
5850,Ohio St
402,Auburn
6114,Penn St
1380,UCF
7878,TCU
8251,USC
8551,Washington
4936,Mississippi St
4741,Michigan
8588,Washington St
5912,Oklahoma St
8459,Virginia Tech
7582,Stanford
4636,Memphis
4757,Michigan St
5704,Northwestern
4206,LSU
771,Boise St
5511,NC State
8508,Wake Forest
3540,Iowa
3554,Iowa St
4224,Louisville
7242,South Carolina
7278,South Florida
783,Boston College
7002,San Diego St
7978,Toledo
7848,Texas A&amp;M
7840,Texas
2638,FL Atlantic
8716,West Virginia
2911,Georgia Tech
5961,Oregon
294,Arizona
5253,Navy
6393,Purdue
2666,Florida St
304,Arizona St
4948,Missouri
5634,N Illinois
3781,Kentucky
2776,Fresno St
3731,Kansas St
8068,Troy
3347,Houston
8141,UCLA
5825,Ohio
3484,Indiana
356,Army
8315,Utah
8432,Virginia
7358,SMU
1098,California
2265,Duke
5584,North Texas
7918,Texas Tech
2625,Florida
9162,Wyoming
4436,Marshall
4858,Minnesota
4920,Mississippi
7729,Syracuse
4474,Maryland
5279,Nebraska
1715,Colorado
1404,C Michigan
8767,W Michigan
1753,Colorado St
6236,Pittsburgh
8325,Utah St
333,Arkansas St
8092,Tulane
7788,Temple
316,Arkansas
7801,Tennessee
66,Akron
7365,Southern Miss
275,Appalachian St
5492,North Carolina
7900,UT San Antonio
2652,Florida Intl
8367,Vanderbilt
6696,Rutgers
2353,E Michigan
87,UAB
2907,Georgia St
979,Buffalo
4218,Louisiana Tech
55,Air Force
8761,WKU
4785,MTSU
5323,UNLV
4725,Miami OH
8099,Tulsa
4548,Massachusetts
4200,ULM
5925,Old Dominion
1529,Cincinnati
1872,Connecticut
3425,Illinois
4194,ULL
2292,East Carolina
557,Baylor
891,BYU
5387,New Mexico St
5316,Nevada
5371,New Mexico
7237,South Alabama
5970,Oregon St
3415,Idaho
821,Bowling Green
3197,Hawaii
3717,Kansas
3771,Kent
1637,Coastal Car
2899,Ga Southern
501,Ball St
7911,Texas St
6535,Rice
8156,Charlotte
7024,San Jose St
7933,UTEP
10423,Atlantic Coast
14028,Southeastern
10678,Big 10
107818,Pac 12
10686,Big 12
200137,American Athletic
9224,FBS Indep
12734,Mountain West
12526,Mid-American
11312,Conference USA
14238,Sun Belt
