1603,Clemson
74,Alabama
2881,Georgia
6114,Penn St
5886,Oklahoma
4741,Michigan
7878,TCU
8551,Washington
5850,Ohio St
4719,Miami FL
8251,USC
9031,Wisconsin
5749,Notre Dame
5912,Oklahoma St
8588,Washington St
1380,UCF
402,Auburn
8459,Virginia Tech
7002,San Diego St
2625,Florida
5961,Oregon
7582,Stanford
4224,Louisville
7278,South Florida
5511,NC State
5253,Navy
7918,Texas Tech
8508,Wake Forest
2911,Georgia Tech
2666,Florida St
4474,Maryland
8315,Utah
3540,Iowa
4757,Michigan St
2265,Duke
4936,Mississippi St
7848,Texas A&amp;M
4858,Minnesota
3781,Kentucky
3347,Houston
7840,Texas
3731,Kansas St
8141,UCLA
8716,West Virginia
7358,SMU
4636,Memphis
3484,Indiana
1715,Colorado
8367,Vanderbilt
7242,South Carolina
8767,W Michigan
7801,Tennessee
7978,Toledo
771,Boise St
6393,Purdue
1098,California
1753,Colorado St
5279,Nebraska
8432,Virginia
4206,LSU
7900,UT San Antonio
304,Arizona St
316,Arkansas
8068,Troy
4436,Marshall
5704,Northwestern
5634,N Illinois
3554,Iowa St
6236,Pittsburgh
275,Appalachian St
783,Boston College
8092,Tulane
294,Arizona
5825,Ohio
4920,Mississippi
5371,New Mexico
8325,Utah St
4218,Louisiana Tech
356,Army
5492,North Carolina
9162,Wyoming
2776,Fresno St
5584,North Texas
1529,Cincinnati
979,Buffalo
55,Air Force
7729,Syracuse
3425,Illinois
8099,Tulsa
7788,Temple
2638,FL Atlantic
8761,WKU
2353,E Michigan
7365,Southern Miss
5323,UNLV
4725,Miami OH
2652,Florida Intl
333,Arkansas St
557,Baylor
5387,New Mexico St
5925,Old Dominion
3415,Idaho
4785,MTSU
891,BYU
4200,ULM
6696,Rutgers
66,Akron
4948,Missouri
5970,Oregon St
3197,Hawaii
2907,Georgia St
501,Ball St
1404,C Michigan
2292,East Carolina
87,UAB
3771,Kent
1872,Connecticut
4194,ULL
7237,South Alabama
2899,Ga Southern
3717,Kansas
5316,Nevada
6535,Rice
1637,Coastal Car
4548,Massachusetts
7024,San Jose St
7911,Texas St
821,Bowling Green
8156,Charlotte
7933,UTEP
10423,Atlantic Coast
107818,Pac 12
10678,Big 10
14028,Southeastern
10686,Big 12
200137,American Athletic
9224,FBS Indep
12734,Mountain West
12526,Mid-American
11312,Conference USA
14238,Sun Belt
